Day,SuicideAttemptCount,SocialMediaDiscussion
89,23,73.45540968801524
90,18,172.8083275023948
91,16,100.3888646717176
92,17,63.40634733122264
93,19,50.427625655520444
94,16,34.70102714507951
95,23,45.91293628440661
96,20,311.81587357136027
97,12,183.28184219512437
98,19,412.75269076134
99,20,218.99877483766153
100,11,127.0641345265516
101,12,65.94737328229756
102,21,68.4549570086062
103,24,127.21200765854697
104,15,70.36843623420656
105,16,58.51545983183807
106,22,48.59699441261352
107,25,113.72772930490048
108,16,69.69742151419287
109,21,46.81997010302082
110,16,75.7374378800444
111,16,71.34746308949018
112,25,46.179500042395425
113,21,88.39806990115427
114,20,111.4509724679032
115,17,81.11504370747508
116,22,117.86798833624682
117,18,70.2152314093561
118,15,83.85725445168787
119,18,49.05224734006677
120,20,32.780704817209326
121,12,24.420718305763383
122,16,453.4417260009101
123,22,245.80542821781972
124,20,133.64713095928312
125,22,81.47801700797837
126,13,52.47765729099634
127,15,53.47568632786514
128,12,58.6640858623732
129,12,32.73645089351938
130,18,50.25521546465757
131,20,36.695759709401706
132,18,65.84881268721085
133,19,42.82257483423451
134,15,40.92181163259413
135,24,27.078732406990735
136,19,20.086143393165834
137,24,986.8484063317991
138,15,538.9236779348112
139,24,281.50857791973124
140,15,378.94706488459667
141,14,206.7314810523617
142,13,109.06640169297776
143,23,70.64582963173463
144,19,43.35522572926283
145,21,59.26382021998044
146,19,47.78543196710684
147,14,35.83132221327023
148,19,28.065062684668924
149,26,36.68512048568649
150,19,28.56154574259884
151,14,31.432831940890985
152,25,22.932106807034618
153,33,94.99466120024155
154,18,59.98738005903805
155,26,87.79625893578275
156,24,60.93531206302049
157,18,852.9015602393507
158,27,445.4995779825812
159,18,226.4905236419193
160,18,126.73105318726626
161,18,208.705257344094
162,13,138.19388305842986
163,22,158.80863179799286
164,23,87.74874031475811
165,20,63.19775829354084
166,24,45.83880322005399
167,17,27.424458180833117
168,17,24.96149752844768
169,28,64.50782956018429
170,20,45.976489514010346
171,19,105.50693010066834
172,23,58.798510720942275
173,16,34.92901749699601
174,16,20.828604292183215
175,16,21.21126996694246
176,18,45.72926190594673
177,21,119.610464411193
178,11,61.58929155417172
179,23,420.4379510758853
180,16,314.36311461459127
181,18,241.20970280602586
182,20,219.28865432282396
183,23,137.08516707956824
184,22,110.51800568067041
185,20,413.89182383170754
186,17,216.88193592255706
187,16,328.95216189403214
188,16,221.42368034747167
189,32,129.507490172
190,18,78.71810218227353
191,23,198.58434185921018
192,21,131.04312743834421
193,27,100.07375461868415
194,9,62.31719100177898
195,29,61.56016624191353
196,22,83.29785683249217
197,16,51.56675095066937
198,20,40.38930209956874
199,18,52.79995752746156
200,22,64.97785544796977
201,28,62.96515275151945
202,14,34.09222090996668
203,22,24.819068534578022
204,26,101.46712871895079
205,17,109.73594234950406
206,19,65.16034513454353
207,18,64.43972176762918
208,25,92.84723125470909
209,28,212.73627211944475
210,18,113.21952973304329
211,27,96.27888091116488
212,13,52.36669964934897
213,20,41.93348572214756
214,18,59.88012132811918
215,25,78.04954649596374
216,24,81.63570782540624
217,20,85.2058914491537
218,24,85.03336934042272
219,17,80.75250257189023
220,31,87.7923218552735
221,22,869.7530407180768
222,22,481.8072746868699
223,27,395.7379514413742
224,21,227.53536777828737
225,18,122.17748893523098
226,26,88.99533268195835
227,23,63.48893170513021
228,24,37.373068264677414
229,22,46.92948478552566
230,29,78.22304569619116
231,27,70.08928686379639
232,14,41.132778714680185
233,22,59.2451299052111
234,28,46.27882650557294
235,17,31.427627437112477
236,22,25.765472860890448
237,26,74.10084846506484
238,18,56.075156084436635
239,16,33.35985898309516
240,27,49.47255818502234
241,16,49.49177839543748
242,12,51.76395117418388
243,25,119.22305716284228
244,22,68.8702091017383
245,15,42.34589394421853
246,20,35.37565632277302
247,17,33.20129672479989
248,23,108.2198779097951
249,26,103.0102771736323
250,24,93.75546278423401
251,24,60.990609240600335
252,16,57.86734387335881
253,25,60.36014342637027
254,27,61.85413789537093
255,16,56.67563852077222
256,16,43.66496666644724
257,19,31.78652717692451
258,17,29.466083343802193
259,20,53.09519332449016
260,15,46.921060572253076
261,23,109.2684760229519
262,20,63.1443869673619
263,14,60.18871453292404
264,17,46.75363302352462
265,22,43.72761502667718
266,15,60.452092461971844
267,17,126.82138510116133
268,20,87.0303443325616
269,17,76.47270120872204
270,19,47.866947565902414
271,25,54.27957866506759
272,16,38.25079386150065
273,16,31.510851090799783
274,26,44.05723883715691
275,26,45.08043262177483
276,19,28.172169694012215
277,27,103.14736665596259
278,26,97.16924010727224
279,26,60.75068734225333
280,17,37.65284882361286
281,33,65.58769351841477
282,21,128.71227103146074
283,21,112.20316520236459
284,17,76.88350418730506
285,25,67.00503780621244
286,24,50.60638897054529
287,14,39.522764184210494
288,19,139.93204995674654
289,17,85.68271530979555
290,17,57.95536881208803
291,15,34.59813512927165
292,19,58.50620720550072
293,21,62.21870082322477
294,21,48.42899952081707
295,13,34.37783950739358
296,13,56.11279952378371
297,18,44.552372808019136
298,17,72.2500717158015
299,17,317.8869474482295
300,27,203.5661378109505
301,21,147.49934418233084
302,22,96.57889239094015
303,24,53.30568567977142
304,16,39.42626581036006
305,27,51.106159679334084
306,21,43.60556433187302
307,23,181.320663161523
308,25,109.67242948656327
309,19,71.45019251238226
310,20,126.77004221330357
311,18,89.90502238185096
312,19,68.47837243086687
313,22,47.59119635088482
314,12,32.11467973349962
315,26,36.861952763920215
316,15,24.336033491067898
317,20,25.06400659274948
318,16,59.758197541333416
319,26,64.09490638391611
320,21,46.50717578081081
321,15,28.580283651370635
322,20,24.703480089348126
323,26,32.42718632470463
324,23,33.675298206759656
325,17,39.39012015799254
326,15,29.008369785211077
327,12,35.77016995170994
328,13,122.82707650651201
329,13,73.48045552387778
330,25,96.81895258067559
331,17,69.72429257338605
332,23,49.29898075607893
333,12,26.502940059482334
334,11,45.49364161509881
335,24,27.48304003457801
336,29,43.83441774969785
337,17,3025.8113368913846
338,26,1542.6225249089673
339,21,802.6908522238903
340,17,408.2067409694766
341,24,265.78510503336963
342,16,140.55877652364882
343,21,119.28420689694683
344,19,149.23916957161637
345,20,144.56977987751202
346,23,160.1195064831348
347,27,118.92652720083005
348,20,88.95015613475752
349,21,3095.825334747363
350,24,1583.6726530324183
351,20,807.2620818829582
352,24,457.4555034563947
353,22,249.27864064307468
354,26,134.62851402393468
355,30,3187.2904584717126
356,26,1677.0779364466791
357,18,854.944252996017
358,14,444.3981165153399
359,19,243.6361277008001
360,17,125.65099627608978
361,23,90.01903377990972
362,22,88.96487819058248
363,16,93.94528490088727
364,27,156.44958151319912
365,24,150.28105623039104
366,17,99.5026392970409
367,21,54.665218418884486
368,25,56.029014070878226
369,13,89.82633249124498
370,26,101.41827345983805
371,22,2318.8884627159323
372,27,1196.1030293695762
373,23,639.4457164701251
374,23,325.507689230475
375,19,180.5959582555983
376,20,142.55976858767744
377,18,94.30567829304981
378,17,52.81054348665697
379,19,53.57593612284327
380,21,53.042631313368894
381,26,45.75902106779323
382,17,34.72163796141852
383,17,42.01469466804951
384,22,65.93251801169879
385,26,51.87165390507165
386,24,47.403450260984386
387,16,44.100023765029945
388,18,23.916947692068632
389,19,65.66848489205242
390,25,93.005107839677
391,35,80.67152808687008
392,25,57.579135342305506
393,19,41.79432138398675
394,19,51.638969312336265
395,31,63.115905265723576
396,14,42.54592150909096
397,23,41.96488352838978
398,23,30.78724394731178
399,19,37.31145087697827
400,18,132.95653411277
401,15,89.28076733436056
402,22,98.78615768430691
403,31,64.7233382726859
404,12,56.047672859878745
405,22,80.07185554004685
406,28,203.31424425896472
407,26,126.48394308410583
408,17,106.1469614788692
409,11,55.61824629569121
410,15,47.24820658596961
411,29,83.75882103966197
412,20,66.20742195272823
413,15,77.91552977156786
414,19,76.78728242189996
415,20,142.00919310355647
416,26,96.10040697887604
417,19,60.68450807614143
418,18,60.21932610065014
419,14,39.218840788781236
420,26,36.20298017853557
421,26,44.841991370557025
422,34,88.87791948482723
423,18,58.679921234129374
424,22,111.87415857631487
425,28,87.5844693925073
426,28,90.9839626314389
427,22,177.09388790135517
428,17,120.82957020356265
429,16,76.68152731542581
430,18,74.67523540779132
431,20,58.385433191738784
432,25,67.70158483776254
433,24,60.28856694513893
434,20,54.49966936584643
435,15,50.54328804042944
436,15,31.789819554504525
437,22,131.0741075798002
438,17,77.05838572943894
439,26,143.91546289582772
440,18,130.61912942733116
441,24,108.66851921943287
442,20,86.0392833484473
443,28,78.60035326344946
444,26,68.94276866397688
445,16,40.357084385836764
446,24,33.803545012836295
447,22,32.88823900824451
448,21,64.43243077214406
449,26,69.22330406292663
450,24,70.57288506873812
451,24,50.27887843758847
452,24,35.76591171021084
453,19,114.87405663445666
454,24,76.26570144224331
455,26,62.60233226395603
456,14,34.86851299227001
457,12,31.006226429552914
458,21,32.75178707556706
459,22,32.87250387503194
460,14,38.829033765908
461,20,51.605356579959064
462,25,39.62056523363764
463,20,43.26826062172897
464,12,27.842976461887336
465,25,25.90878644537598
466,14,30.396878856351787
467,26,121.75066477915243
468,34,266.0901828423251
469,23,143.01517778134914
470,36,155.36099701498372
471,23,96.5083365797161
472,15,59.98693927639981
473,29,79.62190538069062
474,26,65.91539954292828
475,20,60.20146009297334
476,15,52.44577666523668
477,26,53.63133913000445
478,14,37.1644830302472
479,17,28.928593011636675
480,19,17.7486435714751
481,21,54.81477427197986
482,19,32.90138886181745
483,19,62.184225012975595
484,21,49.29627887656109
485,31,86.70808652358399
486,25,69.78955325379498
487,18,51.428788206176
488,15,384.5263459090738
489,17,221.73984099655368
490,23,165.41204669389492
491,17,100.03221198876675
492,15,57.816085112365
493,19,59.29520403150319
494,24,41.64954187479175
495,21,42.27642670828079
496,15,66.66276258552908
497,21,47.28501317080935
498,19,97.50930437181836
499,26,231.13112801272987
500,27,133.28479068100987
501,25,84.58435804536515
502,14,60.72507953983359
503,25,74.71579109296863
504,24,42.83523787678919
505,21,608.0997712903436
506,18,313.7013971056658
507,30,211.69263793913683
508,26,237.19955140984368
509,22,166.29190378906017
510,25,106.70220047413775
511,23,78.4442153007491
512,19,46.04925771218484
513,19,85.17117986401756
514,21,59.46003500653226
515,17,172.0114739296332
516,25,146.92066359930422
517,22,150.0008925470589
518,18,78.21139187036589
519,20,62.19471117412016
520,18,46.23012878066937
521,17,32.72334810842755
522,27,51.002006771703876
523,24,39.013944592431585
524,22,70.12957990148695
525,19,67.51037731846077
526,14,65.85042634537183
527,24,70.72067508398735
528,19,48.916303220648395
529,24,46.91651482952947
530,23,52.88321171438389
531,23,65.05023618280562
532,17,119.96054795531424
533,24,71.4354298791633
534,12,47.18624191656147
535,30,88.81524318763311
536,16,77.27329194474454
537,18,44.90545936902808
538,16,38.74719821947698
539,20,30.84709476729626
540,25,27.775806102479876
541,24,43.22847713958246
542,17,33.439811149327035
543,24,37.01758857691896
544,23,49.99808670125012
545,13,37.53542538174132
546,19,35.89971302501833
547,25,42.440999597193866
548,22,1610.9910777676453
549,18,829.5672678824337
550,25,428.01863382014005
551,18,221.89496720675587
552,33,245.2574248397604
553,26,392.8428992063468
554,14,208.97157676072865
555,18,142.70613871948592
556,27,107.26105604356717
557,21,70.65399399988625
558,27,148.5848947746923
559,24,156.53467699380573
560,23,86.1054308624434
561,35,172.5666697985695
562,23,92.45007204738603
563,22,77.30047327053374
564,18,56.39522553840491
565,20,47.427129316134504
566,23,142.71525756486153
567,29,127.80461515209305
568,13,70.72149027542771
569,26,64.97376723279876
570,17,52.67085044207429
571,19,61.650462104195555
572,28,109.88514894340109
573,20,269.21481725541867
574,27,217.0528059032976
575,22,257.6939941429431
576,24,142.12728966428418
577,16,85.92344436198117
578,17,95.63060960863763
579,20,236.9170925956994
580,19,404.02817707205963
581,29,320.85190368570403
582,21,172.63077762220757
583,30,187.48268843195086
584,20,110.25646859932367
585,22,60.1960123012787
586,16,43.111268309994685
587,14,28.548351098999067
588,22,36.78555912165416
589,20,125.16224655474589
590,23,308.60536042295104
591,19,189.91931625624383
592,14,179.96861359234165
593,30,497.60169683975823
594,17,263.147360282207
595,17,163.43880324364073
596,23,109.18348049102931
597,18,102.38100548061252
598,21,61.37831003834944
599,21,39.9032755488294
600,24,64.12050489350386
601,20,51.87101293007474
602,17,37.377655488974675
603,23,43.55985993906362
604,18,44.80268593032489
605,20,124.44036733421275
606,22,93.7698752536882
607,22,119.31898743751998
608,25,77.06798573550513
609,20,486.78895927619374
610,26,266.12927538571125
611,21,176.69982978544755
612,21,101.79041070248108
613,27,168.54678705452628
614,19,103.0473580027973
615,29,87.23260450626981
616,28,131.7689408871408
617,15,84.06017401643128
618,17,63.58022186007774
619,15,44.887104306662856
620,14,59.14211985916169
621,16,46.98521796680227
622,20,64.679872153196
623,33,66.32085786930449
624,24,49.64839545261038
625,16,30.311191095606834
626,16,37.187325414712994
627,28,62.64503974619179
628,26,72.6275500489952
629,15,50.498523784129816
630,22,36.37129981389742
631,22,30.054115223756888
632,19,181.0537146013249
633,16,102.33260160095585
634,20,81.1372093166204
635,16,57.98434303149205
636,13,63.24865184227645
637,23,99.01293606132991
638,33,77.28004706801497
639,13,43.96315320225332
640,20,237.31557987930992
641,28,149.20765056030436
642,20,107.28698792747254
643,27,112.86046436417587
644,22,69.2838755217411
645,21,71.28822639194121
646,18,88.87244066133658
647,22,60.36540819072761
648,25,82.42903917506017
649,16,52.30590181119233
650,20,45.82364495587338
651,28,1934.7859175972094
652,21,986.3293457829218
653,19,513.982771155341
654,19,267.3998993785933
655,36,155.55796427199925
656,26,114.22093642413328
657,26,78.34659107496742
658,22,188.9166767510499
659,23,116.68284768951168
660,17,72.78087902994399
661,16,45.69139250815905
662,18,33.017291377453994
663,25,35.92990734846459
664,17,182.68262432830997
665,21,103.63688458526147
666,15,65.50631568617598
667,15,35.34452788217727
668,13,30.54006776413983
669,21,29.761884821919704
670,22,90.82822307942263
671,24,79.65532777205745
672,16,53.576836017358424
673,23,36.64294042111285
674,26,55.0487907653919
675,23,90.33074295284939
676,14,57.70743240413856
677,17,58.88320484389269
678,22,38.38876414585049
679,23,180.5031284914574
680,14,116.1154266736078
681,23,137.17018398499124
682,21,79.84236331552258
683,18,77.29922502708826
684,22,48.68455519670138
685,18,36.74569202747657
686,22,49.010954941888414
687,24,30.055093442934478
688,20,32.29214547370046
689,22,56.63808295538836
690,25,71.24127020233965
691,22,160.67909003571467
692,21,83.03722403117096
693,25,48.25967937591608
694,31,38.303321194536885
695,25,38.354992122760166
696,18,34.207216867953576
697,19,429.2592370273246
698,23,250.0968357358891
699,21,151.30291638136106
700,24,105.01294939849225
701,26,84.53047838294549
702,16,71.77477085867787
703,21,73.91848070362803
704,17,43.304260540152804
705,23,80.39064159348383
706,16,49.221957761566706
707,23,66.72009822339038
708,19,106.02756997814346
709,31,85.71683560530941
710,20,96.01987329313671
711,19,61.19225844358615
712,19,50.818920747206995
713,22,60.18594551217153
714,17,50.13936288292967
715,22,48.276543043183324
716,19,47.552420877153835
717,24,30.397632782685907
718,19,82.9584150363194
719,18,50.07869297026817
720,18,156.13204313043056
721,17,100.65298005776958
722,27,68.51152077034455
723,19,79.4803026336836
724,19,53.522585978595906
725,33,190.87518954184188
726,16,106.57995039959441
727,14,76.45712319518621
728,24,66.12876731810299
729,20,40.890527813945596
730,20,58.93306956555563
731,17,875.4769724579858
732,21,483.5992150222858
733,26,263.27476600842726
734,21,150.69915686266978
735,31,116.98230043151312
736,23,83.77412623524484
737,21,85.6845991437061
738,26,106.9515493162865
739,21,144.02280315104673
740,25,112.76590630162055
741,21,68.41064242027821
742,14,73.2728757970508
743,22,46.820413065506706
744,16,28.876497267937033
745,16,66.82999304734962
746,22,51.80344949731807
747,22,30.64896025650459
748,18,20.742712421275293
749,23,26.47870174023855
750,23,38.72504337367121
751,27,33.31127265905423
752,19,45.052800902379154
753,23,174.52884330903865
754,18,106.32233728449809
755,14,71.21474847600071
756,27,61.65186071167427
757,19,45.736750620872485
758,23,56.25950202121873
759,22,70.31047136640858
760,23,80.98712115585379
761,28,75.42164932713877
762,21,44.408025441269295
763,30,44.753660287511224
764,22,33.29796282925514
765,16,68.18869075512401
766,25,53.75407996808249
767,16,40.0627276080719
768,19,52.46672548791963
769,17,33.792630708538894
770,24,49.66504044250432
771,15,56.39915458338091
772,21,38.71309735018415
773,17,23.575163713933822
774,25,182.50156575555377
775,29,184.58743204481198
776,18,116.23394397451399
777,28,94.93713152296657
778,16,59.095824888551306
779,20,38.43850232700281
780,22,38.271502563261855
781,27,44.6752852373653
782,20,32.27420879809994
783,20,24.045974095961483
784,14,17.87388147000512
785,21,12.746555146438094
786,20,22.59193410025435
787,10,14.705466223930536
788,21,11.463914580747579
789,16,25.87745185468324
790,24,64.10081065178427
791,21,45.8958646047785
792,17,37.17883505925014
793,18,28.785512245703767
794,23,25.64938476355999
795,12,14.662355786187558
796,15,15.88422837313571
797,21,32.635934624736635
798,23,37.07137560534643
799,20,26.88629182104675
800,18,19.054711034206445
801,25,35.89751534470608
802,18,42.42738763966361
803,25,61.7797345331972
804,25,74.89323668779511
805,17,119.67410226921021
806,13,65.30179164234934
807,19,54.557627710258515
808,24,1678.9615291871237
809,19,853.7762010963219
810,24,503.7740577468673
811,16,272.07358017880813
812,18,146.1295377957069
813,26,113.37020392498717
814,18,63.105540522743055
815,27,96.77163108286132
816,23,73.01688183281324
817,7,37.99357805179045
818,24,30.408045921991967
819,12,605.3008338338225
820,24,318.8704641739661
821,26,175.12435614321663
822,23,112.53388667249571
823,19,69.92188280936503
824,17,74.45787161651958
825,20,254.7986933127539
826,17,135.2505545018378
827,26,73.76555946241034
828,23,66.37928854346603
829,30,228.82991072935437
830,18,129.11949879774673
831,19,75.69906114189457
832,17,47.12012369571038
833,25,28.977362036699144
834,11,18.973936995516215
835,21,68.25754926295548
836,16,39.69709261714032
837,28,37.91320891972902
838,20,35.01704896264591
839,14,29.423974618256803
840,21,35.12800879121412
841,15,22.33855385972394
842,22,36.34465697565597
843,22,26.247820457556006
844,20,31.31491943115832
845,16,42.42573063565472
846,29,32.06848736251833
847,17,23.037443571196057
848,21,18.805828126278755
849,17,15.268631633984707
850,15,106.72143938185715
851,24,82.53197618133987
852,18,93.8842506206953
853,24,252.2032660842479
854,24,131.79527887379763
855,28,1215.573514461994
856,18,628.6328893927672
857,25,336.0999571957638
858,19,181.61251518424783
859,28,113.63065184352644
860,21,96.76541041132461
861,12,51.616309412835804
862,24,38.22400582948419
863,15,44.36692367241812
864,17,30.5253358089983
865,12,23.461007996978154
866,20,32.821076142178036
867,21,27.774822787708697
868,19,25.210873002846984
869,15,29.176009848733976
870,24,50.35489690553692
871,28,114.33739859476239
872,16,65.13298108735556
873,19,43.30725489915622
874,24,47.65056110519841
875,18,396.0368103343915
876,13,282.15118647152605
877,22,185.54405402360823
878,12,114.27248559405326
879,18,88.90662273642994
880,17,55.24106335134569
881,25,70.5469611746817
882,16,95.56861989236249
883,17,204.40319613971516
884,22,148.56424146069858
885,20,93.7677666995196
886,18,79.57711245653319
887,15,44.64383466581749
888,16,42.052540541766035
889,21,28.672802861836168
890,20,30.281783145078926
891,21,44.823125152215944
892,24,61.48252619496403
893,18,44.84806958739285
894,12,170.38788873683288
895,17,461.91386069948084
896,16,251.5341820143618
897,16,138.06495138436273
898,19,104.42656574260045
899,15,75.06453953931857
900,17,48.244477628792836
901,15,28.730622062462558
902,23,35.388874647409835
903,22,31.38538994852724
904,17,78.1502375555547
905,20,51.272232116433806
906,18,82.1129380612652
907,25,57.09102860975323
908,23,51.46167124405026
909,17,42.748441524639446
910,21,45.21303102706539
911,24,43.04628746801121
912,26,75.28805211701955
913,19,50.25906929058692
914,18,49.181182129342815
915,28,88.9535713415526
916,18,123.07445885177451
917,10,72.74950208093784
918,19,49.51152241580631
919,20,40.449069581757264
920,23,27.108680022879057
921,16,36.408650504376084
922,21,30.40187615429533
923,27,26.63075755643856
924,11,20.715924619682546
925,20,25.194520027947355
926,13,20.333763448440838
927,31,60.27230551493955
928,18,48.24206887599461
929,23,32.02001159201355
930,22,29.94897606971736
931,23,20.092115604091063
932,17,18.24140538650532
933,19,32.40750085029109
934,20,19.023623213990668
935,19,18.195134855219223
936,27,60.006342416387106
937,24,54.743854125587255
938,23,69.25013287976003
939,15,49.92483843981874
940,11,66.76006882591099
941,21,52.493615981518005
942,12,44.62527223558582
943,16,90.84401389728089
944,24,71.36542010677874
945,23,69.27698975252913
946,21,50.990557782802405
947,18,52.31810575530225
948,18,36.722470317292014
949,19,28.90512753263537
950,24,31.794941907857655
951,17,36.21351713486292
952,19,24.140735950299725
953,10,26.335188318623562
954,16,19.22235732600723
955,19,24.574755220929173
956,16,18.793878599453887
957,15,16.136667239557372
958,13,17.63261724232861
959,13,24.313217540693962
960,26,99.47842312310615
961,30,85.6888062239694
962,18,54.376905115841225
963,17,50.86310715530275
964,29,57.48569089371237
965,21,50.240705174694654
966,21,29.851309310476356
967,23,57.58355887164172
968,19,30.231308787495152
969,15,28.047851101385895
970,16,29.332732000474024
971,24,24.097689958464695
972,11,138.65169980917847
973,26,102.82989903642049
974,22,81.93719863861345
975,24,190.97558841069142
976,23,163.53096132151524
977,21,93.04681367367549
978,13,65.8555021613132
979,15,58.04968006925241
980,21,53.344208833812246
981,18,37.092324005949784
982,19,48.85042135357212
983,27,75.28485955889597
984,23,57.71754570581639
985,15,73.37556084730812
986,15,44.69426411618289
987,19,35.478421941194114
988,21,216.05196661541453
989,15,119.39217495269057
990,19,550.7811235206816
991,18,288.328281129216
992,28,167.27669691537986
993,23,98.25789614824309
994,21,94.37489442273643
995,18,58.264245008596816
996,12,37.5737223942353
997,15,40.246663211733924
998,20,43.912250780867694
999,23,60.74354940550155
1000,22,62.33632268275496
1001,17,50.48397098241069
1002,19,42.9748952494342
1003,21,77.17662390014746
1004,27,55.26272818204866
1005,25,53.09002781124827
1006,11,34.75651912522812
1007,17,25.02575822800378
1008,11,37.01309251865802
1009,15,61.40769115846137
1010,19,137.71095839313955
1011,19,97.41757729470422
1012,23,79.8950730822331
1013,20,96.43611562746815
1014,17,58.34189964788852
1015,19,51.77669788167101
1016,26,42.56978247264028
1017,20,100.07835102205668
1018,24,58.706210704025956
1019,29,101.94553697359544
1020,19,95.05769001432559
1021,22,82.36527157193896
1022,19,53.96714451009193
1023,25,36.503393676030825
1024,27,47.687468318113716
1025,18,59.72481712799074
1026,18,39.053109435303476
1027,18,76.87092422569562
1028,20,103.67505004557246
1029,16,65.39951499293679
1030,16,36.98797399538853
1031,17,72.89090496713469
1032,23,48.36703496247371
1033,24,64.03754503083265
1034,15,47.39877186241217
1035,18,50.705203768954306
1036,25,37.0023064501315
1037,23,39.09310252813394
1038,24,43.34603664974205
1039,24,124.63557737943749
1040,14,75.03307939466328
1041,21,67.54293942419696
1042,19,37.847818422685855
1043,29,47.056015495453416
1044,30,39.78739534436217
1045,19,121.77923053923192
1046,28,97.76019246429175
1047,21,63.47555557195921
1048,18,59.85756208678566
1049,18,32.94097742437411
1050,23,43.44559953577086
1051,23,31.11482876647416
1052,23,244.4260849709706
1053,22,139.94497314024764
1054,22,92.29218270002528
1055,24,71.75312405496875
1056,20,54.50210997788987
1057,30,50.873709325814545
1058,19,40.246197756735604
1059,25,35.031684759260926
1060,21,25.92034356677528
1061,16,29.950780183335215
1062,23,38.720202174868774
1063,17,48.81474166303687
1064,20,31.49570438452642
1065,27,108.17578405069608
1066,28,80.55062463905789
1067,20,75.49019291251774
1068,23,55.399055370712965
1069,16,48.04222551068641
1070,31,63.79526047502188
1071,20,54.65553073843776
1072,34,68.96070371167954
1073,25,63.895543333889854
1074,16,34.50044560486466
1075,21,48.76183648020324
1076,18,6124.289006175389
1077,25,3135.810146899922
1078,19,1579.264445467978
1079,24,793.8601897331406
1080,18,432.1924559462575
1081,20,225.2747575029418
1082,15,448.22155684948393
1083,26,273.6182799617992
1084,15,155.63412775399206
1085,12,89.19584085828569
1086,24,78.66276793493583
1087,15,55.66175437993914
1088,20,42.57558710810444
1089,29,575.5093376322936
1090,26,325.5938785538348
1091,26,179.30870191735752
1092,13,92.09918691195102
1093,28,86.11904375141546
1094,19,67.83357329783766
1095,19,68.76969061771584
1096,22,160.63095486889503
1097,25,98.20849273975774
1098,23,78.69161822530675
1099,19,74.71515734171322
1100,22,48.47897374448151
1101,17,37.481228623727446
1102,15,30.686383314115364
1103,17,27.38708264530422
1104,22,38.29054281451489
1105,26,40.902953199038116
1106,22,49.91554854988667
1107,17,43.592422041844294
1108,28,34.80163999985827
1109,21,22.711471211667806
1110,25,48.570669160127274
1111,21,40.128943360944
1112,16,65.17619974683548
1113,20,44.600615556983335
1114,15,32.50078723901683
1115,23,74.53156546690849
1116,13,47.985195937352145
1117,21,51.95079694731281
1118,15,34.72796281409855
1119,27,28.868452131194562
1120,18,27.66934419485324
1121,26,51.09714252654796
1122,18,40.90566255174251
1123,16,53.69405857168488
1124,21,51.327389757112
1125,24,57.57313339384045
1126,28,72.87078485912677
1127,16,56.249603916750175
1128,27,57.70276247191876
1129,22,51.787367321818564
1130,21,48.937124930108205
1131,20,36.09959859432404
1132,25,50.03753957710782
1133,21,51.45250544032088
1134,15,38.294396713426956
1135,11,29.056698585948755
1136,21,76.27359358067343
1137,21,123.34506385145701
1138,19,99.39349359646182
1139,20,85.38137341274357
1140,21,71.32550161518589
1141,18,41.34533626676718
1142,23,31.887109828591118
1143,17,29.943145664966615
1144,16,46.64808961206343
1145,26,89.55360382395442
1146,23,51.15545679202585
1147,20,88.56247785805462
1148,22,57.02392220023714
1149,23,69.90165425942632
1150,9,41.10632535970039
1151,19,35.959242216737685
