E, tau, L, rho
2, 1, 800, 0.760726
2, 1, 800, 0.748557
2, 1, 800, 0.713876
2, 1, 800, 0.727999
2, 1, 800, 0.748489
2, 1, 800, 0.720203
2, 1, 800, 0.731337
2, 1, 800, 0.691184
2, 1, 800, 0.752675
2, 1, 800, 0.726276
2, 1, 800, 0.740236
2, 1, 800, 0.716683
2, 1, 800, 0.77787
2, 1, 800, 0.695125
2, 1, 800, 0.750677
2, 1, 800, 0.763388
2, 1, 800, 0.741648
2, 1, 800, 0.751431
2, 1, 800, 0.718127
2, 1, 800, 0.77763
2, 1, 800, 0.77618
2, 1, 800, 0.685799
2, 1, 800, 0.720651
2, 1, 800, 0.742079
2, 1, 800, 0.751403
2, 1, 800, 0.740394
2, 1, 800, 0.741495
2, 1, 800, 0.743645
2, 1, 800, 0.742905
2, 1, 800, 0.764573
2, 1, 800, 0.68574
2, 1, 800, 0.773704
2, 1, 800, 0.749762
2, 1, 800, 0.755126
2, 1, 800, 0.750888
2, 1, 800, 0.733134
2, 1, 800, 0.763244
2, 1, 800, 0.740046
2, 1, 800, 0.740857
2, 1, 800, 0.777354
2, 1, 800, 0.727379
2, 1, 800, 0.765419
2, 1, 800, 0.755683
2, 1, 800, 0.737641
2, 1, 800, 0.758389
2, 1, 800, 0.760163
2, 1, 800, 0.767216
2, 1, 800, 0.738029
2, 1, 800, 0.726184
2, 1, 800, 0.748912
2, 1, 800, 0.783167
2, 1, 800, 0.764462
2, 1, 800, 0.729513
2, 1, 800, 0.752861
2, 1, 800, 0.742528
2, 1, 800, 0.767408
2, 1, 800, 0.799358
2, 1, 800, 0.786155
2, 1, 800, 0.723968
2, 1, 800, 0.732756
2, 1, 800, 0.739475
2, 1, 800, 0.757789
2, 1, 800, 0.721114
2, 1, 800, 0.744931
2, 1, 800, 0.740539
2, 1, 800, 0.736343
2, 1, 800, 0.742744
2, 1, 800, 0.707402
2, 1, 800, 0.79688
2, 1, 800, 0.777792
2, 1, 800, 0.719126
2, 1, 800, 0.720194
2, 1, 800, 0.746231
2, 1, 800, 0.781491
2, 1, 800, 0.726082
2, 1, 800, 0.75154
2, 1, 800, 0.772995
2, 1, 800, 0.711437
2, 1, 800, 0.733024
2, 1, 800, 0.702138
2, 1, 800, 0.753318
2, 1, 800, 0.786752
2, 1, 800, 0.763932
2, 1, 800, 0.742985
2, 1, 800, 0.765029
2, 1, 800, 0.742063
2, 1, 800, 0.715593
2, 1, 800, 0.688325
2, 1, 800, 0.740187
2, 1, 800, 0.755443
2, 1, 800, 0.737465
2, 1, 800, 0.698066
2, 1, 800, 0.772588
2, 1, 800, 0.749257
2, 1, 800, 0.723148
2, 1, 800, 0.783249
2, 1, 800, 0.710741
2, 1, 800, 0.771517
2, 1, 800, 0.767733
2, 1, 800, 0.74064
2, 1, 800, 0.74361
2, 1, 800, 0.709325
2, 1, 800, 0.687525
2, 1, 800, 0.714591
2, 1, 800, 0.769392
2, 1, 800, 0.705646
2, 1, 800, 0.717948
2, 1, 800, 0.748849
2, 1, 800, 0.782714
2, 1, 800, 0.781162
2, 1, 800, 0.744287
2, 1, 800, 0.727351
2, 1, 800, 0.707681
2, 1, 800, 0.723689
2, 1, 800, 0.77644
2, 1, 800, 0.722895
2, 1, 800, 0.705822
2, 1, 800, 0.776382
2, 1, 800, 0.731322
2, 1, 800, 0.761283
2, 1, 800, 0.718475
2, 1, 800, 0.767316
2, 1, 800, 0.75724
2, 1, 800, 0.695256
2, 1, 800, 0.762939
2, 1, 800, 0.769805
2, 1, 800, 0.736794
2, 1, 800, 0.739739
2, 1, 800, 0.774137
2, 1, 800, 0.74651
2, 1, 800, 0.752616
2, 1, 800, 0.738877
2, 1, 800, 0.795873
2, 1, 800, 0.772608
2, 1, 800, 0.738566
2, 1, 800, 0.761355
2, 1, 800, 0.72103
2, 1, 800, 0.759375
2, 1, 800, 0.74173
2, 1, 800, 0.764537
2, 1, 800, 0.740853
2, 1, 800, 0.737486
2, 1, 800, 0.762551
2, 1, 800, 0.754507
2, 1, 800, 0.729926
2, 1, 800, 0.739633
2, 1, 800, 0.742165
2, 1, 800, 0.727954
2, 1, 800, 0.720947
2, 1, 800, 0.73306
2, 1, 800, 0.758463
2, 1, 800, 0.719854
2, 1, 800, 0.742589
2, 1, 800, 0.729076
2, 1, 800, 0.763552
2, 1, 800, 0.758664
2, 1, 800, 0.740993
2, 1, 800, 0.733021
2, 1, 700, 0.752165
2, 1, 700, 0.754787
2, 1, 700, 0.747228
2, 1, 700, 0.743473
2, 1, 700, 0.752318
2, 1, 700, 0.754593
2, 1, 700, 0.765889
2, 1, 700, 0.788561
2, 1, 700, 0.727203
2, 1, 700, 0.784397
2, 1, 700, 0.731188
2, 1, 700, 0.723925
2, 1, 700, 0.736393
2, 1, 700, 0.730946
2, 1, 700, 0.741769
2, 1, 700, 0.713699
2, 1, 700, 0.766549
2, 1, 700, 0.778183
2, 1, 700, 0.741977
2, 1, 700, 0.77387
2, 1, 700, 0.767117
2, 1, 700, 0.711621
2, 1, 700, 0.729745
2, 1, 700, 0.71651
2, 1, 700, 0.730072
2, 1, 700, 0.739261
2, 1, 700, 0.734009
2, 1, 700, 0.711864
2, 1, 700, 0.736708
2, 1, 700, 0.731538
2, 1, 700, 0.737606
2, 1, 700, 0.772818
2, 1, 700, 0.769909
2, 1, 700, 0.785835
2, 1, 700, 0.706028
2, 1, 700, 0.77836
2, 1, 700, 0.781056
2, 1, 700, 0.742719
2, 1, 700, 0.772918
2, 1, 700, 0.742827
2, 1, 700, 0.728618
2, 1, 700, 0.719888
2, 1, 700, 0.744698
2, 1, 700, 0.748287
2, 1, 700, 0.76083
2, 1, 700, 0.754741
2, 1, 700, 0.724348
2, 1, 700, 0.737309
2, 1, 700, 0.775242
2, 1, 700, 0.755845
2, 1, 700, 0.731136
2, 1, 700, 0.767808
2, 1, 700, 0.74875
2, 1, 700, 0.712549
2, 1, 700, 0.779838
2, 1, 700, 0.735633
2, 1, 700, 0.780554
2, 1, 700, 0.752783
2, 1, 700, 0.737753
2, 1, 700, 0.739944
2, 1, 700, 0.711881
2, 1, 700, 0.775043
2, 1, 700, 0.714531
2, 1, 700, 0.720589
2, 1, 700, 0.720715
2, 1, 700, 0.695938
2, 1, 700, 0.746061
2, 1, 700, 0.719022
2, 1, 700, 0.745387
2, 1, 700, 0.760197
2, 1, 700, 0.731696
2, 1, 700, 0.779246
2, 1, 700, 0.770813
2, 1, 700, 0.722384
2, 1, 700, 0.759499
2, 1, 700, 0.752224
2, 1, 700, 0.695389
2, 1, 700, 0.718782
2, 1, 700, 0.770568
2, 1, 700, 0.756967
2, 1, 700, 0.733868
2, 1, 700, 0.765214
2, 1, 700, 0.745746
2, 1, 700, 0.734171
2, 1, 700, 0.725066
2, 1, 700, 0.72346
2, 1, 700, 0.754265
2, 1, 700, 0.740828
2, 1, 700, 0.731529
2, 1, 700, 0.766893
2, 1, 700, 0.781831
2, 1, 700, 0.724584
2, 1, 700, 0.72779
2, 1, 700, 0.69519
2, 1, 700, 0.777867
2, 1, 700, 0.738234
2, 1, 700, 0.759686
2, 1, 700, 0.777356
2, 1, 700, 0.760639
2, 1, 700, 0.747338
2, 1, 700, 0.777566
2, 1, 700, 0.727816
2, 1, 700, 0.751906
2, 1, 700, 0.764946
2, 1, 700, 0.738764
2, 1, 700, 0.773526
2, 1, 700, 0.754443
2, 1, 700, 0.715154
2, 1, 700, 0.74575
2, 1, 700, 0.784834
2, 1, 700, 0.769121
2, 1, 700, 0.737206
2, 1, 700, 0.785085
2, 1, 700, 0.723187
2, 1, 700, 0.755804
2, 1, 700, 0.732444
2, 1, 700, 0.796001
2, 1, 700, 0.766465
2, 1, 700, 0.731238
2, 1, 700, 0.74238
2, 1, 700, 0.708965
2, 1, 700, 0.756052
2, 1, 700, 0.725926
2, 1, 700, 0.738503
2, 1, 700, 0.744671
2, 1, 700, 0.7476
2, 1, 700, 0.687469
2, 1, 700, 0.765644
2, 1, 700, 0.757283
2, 1, 700, 0.757182
2, 1, 700, 0.751488
2, 1, 700, 0.701064
2, 1, 700, 0.75098
2, 1, 700, 0.710217
2, 1, 700, 0.719462
2, 1, 700, 0.762352
2, 1, 700, 0.790829
2, 1, 700, 0.777163
2, 1, 700, 0.742252
2, 1, 700, 0.766149
2, 1, 700, 0.736629
2, 1, 700, 0.719688
2, 1, 700, 0.749201
2, 1, 700, 0.708075
2, 1, 700, 0.746342
2, 1, 700, 0.708678
2, 1, 700, 0.767792
2, 1, 700, 0.750646
2, 1, 700, 0.742515
2, 1, 700, 0.731813
2, 1, 700, 0.769474
2, 1, 700, 0.771649
2, 1, 700, 0.758261
2, 1, 700, 0.804209
2, 1, 700, 0.741284
2, 1, 700, 0.734884
2, 1, 700, 0.706549
2, 1, 700, 0.720685
2, 1, 700, 0.745676
2, 1, 700, 0.749906
2, 1, 700, 0.770333
2, 1, 700, 0.724628
2, 1, 700, 0.740124
2, 1, 700, 0.766567
2, 1, 700, 0.723614
2, 1, 700, 0.717316
2, 1, 700, 0.753861
2, 1, 700, 0.716737
2, 1, 700, 0.749577
2, 1, 700, 0.640048
2, 1, 700, 0.733323
2, 1, 700, 0.733699
2, 1, 700, 0.709753
2, 1, 700, 0.733815
2, 1, 700, 0.733624
2, 1, 700, 0.744664
2, 1, 700, 0.746855
2, 1, 700, 0.763813
2, 1, 700, 0.741113
2, 1, 700, 0.768787
2, 1, 700, 0.760793
2, 1, 700, 0.746111
2, 1, 700, 0.76019
2, 1, 700, 0.743728
2, 1, 700, 0.728057
2, 1, 700, 0.759438
2, 1, 700, 0.732506
2, 1, 700, 0.712112
2, 1, 700, 0.721007
2, 1, 700, 0.758747
2, 1, 700, 0.764227
2, 1, 700, 0.763202
2, 1, 700, 0.720013
2, 1, 700, 0.747943
2, 1, 700, 0.725338
2, 1, 700, 0.7583
2, 1, 700, 0.736002
2, 1, 700, 0.713825
2, 1, 700, 0.714651
2, 1, 700, 0.683563
2, 1, 700, 0.738096
2, 1, 700, 0.740369
2, 1, 700, 0.710867
2, 1, 700, 0.740154
2, 1, 700, 0.757902
2, 1, 700, 0.71752
2, 1, 700, 0.749909
2, 1, 700, 0.739513
2, 1, 700, 0.733277
2, 1, 700, 0.727623
2, 1, 700, 0.750565
2, 1, 700, 0.753806
2, 1, 700, 0.726505
2, 1, 700, 0.757004
2, 1, 700, 0.77208
2, 1, 700, 0.747099
2, 1, 700, 0.722281
2, 1, 700, 0.766563
2, 1, 700, 0.721044
2, 1, 700, 0.710051
2, 1, 700, 0.730941
2, 1, 700, 0.742618
2, 1, 700, 0.746433
2, 1, 700, 0.730403
2, 1, 700, 0.767109
2, 1, 700, 0.741494
2, 1, 700, 0.762854
2, 1, 700, 0.765465
2, 1, 700, 0.693466
2, 1, 700, 0.735003
2, 1, 700, 0.738246
2, 1, 700, 0.741912
2, 1, 700, 0.735179
2, 1, 700, 0.748879
2, 1, 700, 0.763822
2, 1, 700, 0.720423
2, 1, 700, 0.746014
2, 1, 700, 0.729186
2, 1, 700, 0.750951
2, 1, 700, 0.731497
2, 1, 700, 0.718502
2, 1, 700, 0.719838
2, 1, 700, 0.730914
2, 1, 700, 0.778299
2, 1, 700, 0.712445
2, 1, 700, 0.786546
2, 1, 700, 0.735615
2, 1, 700, 0.776213
2, 1, 700, 0.772317
2, 1, 700, 0.69022
2, 1, 600, 0.683964
2, 1, 600, 0.671616
2, 1, 600, 0.698153
2, 1, 600, 0.678241
2, 1, 600, 0.697843
2, 1, 600, 0.742664
2, 1, 600, 0.733373
2, 1, 600, 0.749787
2, 1, 600, 0.726182
2, 1, 600, 0.765329
2, 1, 600, 0.696549
2, 1, 600, 0.750126
2, 1, 600, 0.7178
2, 1, 600, 0.772447
2, 1, 600, 0.757243
2, 1, 600, 0.77957
2, 1, 600, 0.721251
2, 1, 600, 0.728642
2, 1, 600, 0.712395
2, 1, 600, 0.740742
2, 1, 600, 0.733729
2, 1, 600, 0.737939
2, 1, 600, 0.735053
2, 1, 600, 0.684472
2, 1, 600, 0.742695
2, 1, 600, 0.762334
2, 1, 600, 0.705767
2, 1, 600, 0.773869
2, 1, 600, 0.761469
2, 1, 600, 0.70627
2, 1, 600, 0.754974
2, 1, 600, 0.753812
2, 1, 600, 0.724281
2, 1, 600, 0.710306
2, 1, 600, 0.716556
2, 1, 600, 0.760317
2, 1, 600, 0.770872
2, 1, 600, 0.759605
2, 1, 600, 0.750203
2, 1, 600, 0.700134
2, 1, 600, 0.762894
2, 1, 600, 0.707628
2, 1, 600, 0.730056
2, 1, 600, 0.767711
2, 1, 600, 0.682432
2, 1, 600, 0.689036
2, 1, 600, 0.737611
2, 1, 600, 0.714058
2, 1, 600, 0.777956
2, 1, 600, 0.701531
2, 1, 600, 0.723966
2, 1, 600, 0.785215
2, 1, 600, 0.734591
2, 1, 600, 0.754096
2, 1, 600, 0.726447
2, 1, 600, 0.721366
2, 1, 600, 0.732152
2, 1, 600, 0.745652
2, 1, 600, 0.756648
2, 1, 600, 0.754424
2, 1, 600, 0.737627
2, 1, 600, 0.71968
2, 1, 600, 0.766234
2, 1, 600, 0.747236
2, 1, 600, 0.731944
2, 1, 600, 0.785619
2, 1, 600, 0.743695
2, 1, 600, 0.723835
2, 1, 600, 0.743605
2, 1, 600, 0.738122
2, 1, 600, 0.730176
2, 1, 600, 0.740221
2, 1, 600, 0.710713
2, 1, 600, 0.761682
2, 1, 600, 0.716686
2, 1, 600, 0.760741
2, 1, 600, 0.747555
2, 1, 600, 0.714483
2, 1, 600, 0.759292
2, 1, 600, 0.739619
2, 1, 600, 0.766026
2, 1, 600, 0.732783
2, 1, 600, 0.717041
2, 1, 600, 0.782027
2, 1, 600, 0.654795
2, 1, 600, 0.748048
2, 1, 600, 0.739435
2, 1, 600, 0.732749
2, 1, 600, 0.708547
2, 1, 600, 0.746689
2, 1, 600, 0.726267
2, 1, 600, 0.779583
2, 1, 600, 0.734505
2, 1, 600, 0.761268
2, 1, 600, 0.735081
2, 1, 600, 0.751534
2, 1, 600, 0.743949
2, 1, 600, 0.70606
2, 1, 600, 0.738493
2, 1, 600, 0.712655
2, 1, 600, 0.793794
2, 1, 600, 0.737905
2, 1, 600, 0.705818
2, 1, 600, 0.778649
2, 1, 600, 0.725156
2, 1, 600, 0.757068
2, 1, 600, 0.738965
2, 1, 600, 0.752215
2, 1, 600, 0.717114
2, 1, 600, 0.776221
2, 1, 600, 0.764267
2, 1, 600, 0.714225
2, 1, 600, 0.754169
2, 1, 600, 0.762629
2, 1, 600, 0.73131
2, 1, 600, 0.733136
2, 1, 600, 0.727166
2, 1, 600, 0.743162
2, 1, 600, 0.784161
2, 1, 600, 0.704403
2, 1, 600, 0.71063
2, 1, 600, 0.71319
2, 1, 600, 0.713993
2, 1, 600, 0.749302
2, 1, 600, 0.7371
2, 1, 600, 0.748637
2, 1, 600, 0.72117
2, 1, 600, 0.736741
2, 1, 600, 0.711649
2, 1, 600, 0.733741
2, 1, 600, 0.768574
2, 1, 600, 0.698797
2, 1, 600, 0.737187
2, 1, 600, 0.720215
2, 1, 600, 0.743389
2, 1, 600, 0.734681
2, 1, 600, 0.738456
2, 1, 600, 0.750208
2, 1, 600, 0.730532
2, 1, 600, 0.744786
2, 1, 600, 0.751408
2, 1, 600, 0.73231
2, 1, 600, 0.717777
2, 1, 600, 0.743594
2, 1, 600, 0.71131
2, 1, 600, 0.665432
2, 1, 600, 0.73424
2, 1, 600, 0.702492
2, 1, 600, 0.743529
2, 1, 600, 0.745844
2, 1, 600, 0.750699
2, 1, 600, 0.765131
2, 1, 600, 0.757258
2, 1, 600, 0.773875
2, 1, 600, 0.765567
2, 1, 600, 0.704627
2, 1, 600, 0.727423
2, 1, 600, 0.732336
2, 1, 600, 0.719907
2, 1, 600, 0.705069
2, 1, 600, 0.746504
2, 1, 600, 0.734996
2, 1, 600, 0.713814
2, 1, 600, 0.75271
2, 1, 600, 0.710295
2, 1, 600, 0.722723
2, 1, 600, 0.76613
2, 1, 600, 0.781192
2, 1, 600, 0.753289
2, 1, 600, 0.75183
2, 1, 600, 0.754036
2, 1, 600, 0.732767
2, 1, 600, 0.774416
2, 1, 600, 0.709333
2, 1, 600, 0.722984
2, 1, 600, 0.725012
2, 1, 600, 0.793078
2, 1, 600, 0.742367
2, 1, 600, 0.721857
2, 1, 600, 0.708167
2, 1, 600, 0.708225
2, 1, 600, 0.748169
2, 1, 600, 0.736973
2, 1, 600, 0.718399
2, 1, 600, 0.760619
2, 1, 600, 0.750285
2, 1, 600, 0.781893
2, 1, 600, 0.774997
2, 1, 600, 0.736538
2, 1, 600, 0.735297
2, 1, 600, 0.720102
2, 1, 600, 0.732658
2, 1, 600, 0.712418
2, 1, 600, 0.72725
2, 1, 600, 0.745883
2, 1, 600, 0.767523
2, 1, 600, 0.765468
2, 1, 600, 0.748935
2, 1, 600, 0.733272
2, 1, 600, 0.782174
2, 1, 600, 0.752149
2, 1, 600, 0.731855
2, 1, 600, 0.750842
2, 1, 600, 0.695931
2, 1, 600, 0.752806
2, 1, 600, 0.742903
2, 1, 600, 0.72465
2, 1, 600, 0.750673
2, 1, 600, 0.763058
2, 1, 600, 0.759521
2, 1, 600, 0.796185
2, 1, 600, 0.7371
2, 1, 600, 0.76388
2, 1, 600, 0.732135
2, 1, 600, 0.710304
2, 1, 600, 0.775704
2, 1, 600, 0.734642
2, 1, 600, 0.689883
2, 1, 600, 0.748963
2, 1, 600, 0.734023
2, 1, 600, 0.729786
2, 1, 600, 0.744466
2, 1, 600, 0.741667
2, 1, 600, 0.741082
2, 1, 600, 0.696021
2, 1, 600, 0.734251
2, 1, 600, 0.749235
2, 1, 600, 0.737408
2, 1, 600, 0.738822
2, 1, 600, 0.739078
2, 1, 600, 0.711134
2, 1, 600, 0.714947
2, 1, 600, 0.715761
2, 1, 600, 0.695247
2, 1, 600, 0.762851
2, 1, 600, 0.722119
2, 1, 600, 0.72361
2, 1, 600, 0.715741
2, 1, 600, 0.744785
2, 1, 600, 0.723299
2, 1, 600, 0.75893
2, 1, 600, 0.779624
2, 1, 600, 0.727218
2, 1, 600, 0.763989
2, 1, 600, 0.732241
2, 1, 600, 0.739256
2, 1, 600, 0.721092
2, 1, 600, 0.77537
2, 1, 600, 0.732763
2, 1, 600, 0.709189
2, 1, 200, 0.673991
2, 1, 200, 0.706692
2, 1, 200, 0.670769
2, 1, 200, 0.730718
2, 1, 200, 0.748325
2, 1, 200, 0.712937
2, 1, 200, 0.739762
2, 1, 200, 0.70431
2, 1, 200, 0.735881
2, 1, 200, 0.742462
2, 1, 200, 0.747005
2, 1, 200, 0.735558
2, 1, 200, 0.695475
2, 1, 200, 0.686868
2, 1, 200, 0.744459
2, 1, 200, 0.71951
2, 1, 200, 0.716352
2, 1, 200, 0.742632
2, 1, 200, 0.728466
2, 1, 200, 0.771005
2, 1, 200, 0.734255
2, 1, 200, 0.686085
2, 1, 200, 0.73345
2, 1, 200, 0.705044
2, 1, 200, 0.763296
2, 1, 200, 0.698564
2, 1, 200, 0.722592
2, 1, 200, 0.719393
2, 1, 200, 0.706739
2, 1, 200, 0.700769
2, 1, 200, 0.732443
2, 1, 200, 0.769824
2, 1, 200, 0.741969
2, 1, 200, 0.728439
2, 1, 200, 0.753312
2, 1, 200, 0.744391
2, 1, 200, 0.765885
2, 1, 200, 0.723703
2, 1, 200, 0.717466
2, 1, 200, 0.72398
2, 1, 200, 0.724226
2, 1, 200, 0.692273
2, 1, 200, 0.731447
2, 1, 200, 0.719354
2, 1, 200, 0.695073
2, 1, 200, 0.708831
2, 1, 200, 0.720578
2, 1, 200, 0.72852
2, 1, 200, 0.710439
2, 1, 200, 0.717396
2, 1, 200, 0.696546
2, 1, 200, 0.734741
2, 1, 200, 0.667246
2, 1, 200, 0.752474
2, 1, 200, 0.70194
2, 1, 200, 0.706242
2, 1, 200, 0.743827
2, 1, 200, 0.710653
2, 1, 200, 0.736518
2, 1, 200, 0.713839
2, 1, 200, 0.718471
2, 1, 200, 0.727843
2, 1, 200, 0.699652
2, 1, 200, 0.713695
2, 1, 200, 0.725298
2, 1, 200, 0.697311
2, 1, 200, 0.726612
2, 1, 200, 0.673368
2, 1, 200, 0.725541
2, 1, 200, 0.697257
2, 1, 200, 0.713015
2, 1, 200, 0.688658
2, 1, 200, 0.697073
2, 1, 200, 0.712776
2, 1, 200, 0.720428
2, 1, 200, 0.764476
2, 1, 200, 0.694815
2, 1, 200, 0.725614
2, 1, 200, 0.741657
2, 1, 200, 0.701472
2, 1, 200, 0.705579
2, 1, 200, 0.684858
2, 1, 200, 0.696943
2, 1, 200, 0.691551
2, 1, 200, 0.724748
2, 1, 200, 0.748772
2, 1, 200, 0.69812
2, 1, 200, 0.724708
2, 1, 200, 0.713822
2, 1, 200, 0.739889
2, 1, 200, 0.670385
2, 1, 200, 0.729951
2, 1, 200, 0.700223
2, 1, 200, 0.729915
2, 1, 200, 0.728768
2, 1, 200, 0.742126
2, 1, 200, 0.717862
2, 1, 200, 0.697401
2, 1, 200, 0.708398
2, 1, 200, 0.716729
2, 1, 200, 0.726804
2, 1, 200, 0.727893
2, 1, 200, 0.741073
2, 1, 200, 0.774442
2, 1, 200, 0.679492
2, 1, 200, 0.717147
2, 1, 200, 0.68135
2, 1, 200, 0.73594
2, 1, 200, 0.70788
2, 1, 200, 0.719475
2, 1, 200, 0.653152
2, 1, 200, 0.717445
2, 1, 200, 0.684647
2, 1, 200, 0.709855
2, 1, 200, 0.70977
2, 1, 200, 0.755177
2, 1, 200, 0.673778
2, 1, 200, 0.738275
2, 1, 200, 0.705544
2, 1, 200, 0.705755
2, 1, 200, 0.698611
2, 1, 200, 0.678878
2, 1, 200, 0.723798
2, 1, 200, 0.726347
2, 1, 200, 0.749195
2, 1, 200, 0.671675
2, 1, 200, 0.71075
2, 1, 200, 0.732986
2, 1, 200, 0.716466
2, 1, 200, 0.711772
2, 1, 200, 0.743269
2, 1, 200, 0.737664
2, 1, 200, 0.69699
2, 1, 200, 0.731619
2, 1, 200, 0.71437
2, 1, 200, 0.735451
2, 1, 200, 0.715149
2, 1, 200, 0.725372
2, 1, 200, 0.751403
2, 1, 200, 0.731587
2, 1, 200, 0.718007
2, 1, 200, 0.727831
2, 1, 200, 0.751411
2, 1, 200, 0.730003
2, 1, 200, 0.692334
2, 1, 200, 0.622379
2, 1, 200, 0.658698
2, 1, 200, 0.74612
2, 1, 200, 0.70841
2, 1, 200, 0.748643
2, 1, 200, 0.73531
2, 1, 200, 0.710533
2, 1, 200, 0.746694
2, 1, 200, 0.720534
2, 1, 200, 0.68573
2, 1, 200, 0.702251
2, 1, 200, 0.720142
2, 1, 200, 0.728153
2, 1, 200, 0.712696
2, 1, 200, 0.733195
2, 1, 200, 0.716845
2, 1, 200, 0.724764
2, 1, 200, 0.721409
2, 1, 200, 0.748936
2, 1, 200, 0.70753
2, 1, 200, 0.741612
2, 1, 200, 0.707877
2, 1, 200, 0.730659
2, 1, 200, 0.729931
2, 1, 200, 0.694411
2, 1, 200, 0.708367
2, 1, 200, 0.723816
2, 1, 200, 0.714321
2, 1, 200, 0.733042
2, 1, 200, 0.74369
2, 1, 200, 0.670367
2, 1, 200, 0.716094
2, 1, 200, 0.753522
2, 1, 200, 0.708353
2, 1, 200, 0.722306
2, 1, 200, 0.731979
2, 1, 200, 0.696078
2, 1, 200, 0.701563
2, 1, 200, 0.689641
2, 1, 200, 0.710919
2, 1, 200, 0.754125
2, 1, 200, 0.721656
2, 1, 200, 0.709101
2, 1, 200, 0.752253
2, 1, 200, 0.657835
2, 1, 200, 0.757824
2, 1, 200, 0.719816
2, 1, 200, 0.710847
2, 1, 200, 0.729179
2, 1, 200, 0.68267
2, 1, 200, 0.739025
2, 1, 200, 0.677785
2, 1, 200, 0.751167
2, 1, 200, 0.700591
2, 1, 200, 0.691317
2, 1, 200, 0.733879
2, 1, 200, 0.731476
2, 1, 200, 0.717467
2, 1, 200, 0.707403
2, 1, 200, 0.693985
2, 1, 200, 0.718813
2, 1, 200, 0.777061
2, 1, 200, 0.721865
2, 1, 200, 0.707504
2, 1, 200, 0.746909
2, 1, 200, 0.66294
2, 1, 200, 0.718271
2, 1, 200, 0.701924
2, 1, 200, 0.75444
2, 1, 200, 0.714433
2, 1, 200, 0.735866
2, 1, 200, 0.685171
2, 1, 200, 0.712912
2, 1, 200, 0.687723
2, 1, 200, 0.713594
2, 1, 200, 0.721026
2, 1, 200, 0.679331
2, 1, 200, 0.697759
2, 1, 200, 0.784499
2, 1, 200, 0.740766
2, 1, 200, 0.745517
2, 1, 200, 0.709028
2, 1, 200, 0.719545
2, 1, 200, 0.720787
2, 1, 200, 0.704274
2, 1, 200, 0.726284
2, 1, 200, 0.703746
2, 1, 200, 0.675612
2, 1, 200, 0.606306
2, 1, 200, 0.706843
2, 1, 200, 0.720319
2, 1, 200, 0.678337
2, 1, 200, 0.73998
2, 1, 200, 0.670293
2, 1, 200, 0.727257
2, 1, 200, 0.63219
2, 1, 200, 0.741888
2, 1, 200, 0.715007
2, 1, 200, 0.748701
2, 1, 200, 0.714945
2, 1, 200, 0.728983
2, 1, 200, 0.719253
2, 1, 200, 0.707713
