E, tau, L, rho
2, 2, 800, 0.910168
2, 2, 800, 0.977873
2, 2, 800, 0.878832
2, 2, 800, 0.929531
2, 2, 800, 0.848921
2, 2, 800, 0.901368
2, 2, 800, 0.883906
2, 2, 800, 0.901618
2, 2, 800, 0.883338
2, 2, 800, 0.926309
2, 2, 800, 0.915143
2, 2, 800, 0.936369
2, 2, 800, 0.869925
2, 2, 800, 0.809402
2, 2, 800, 0.866369
2, 2, 800, 0.899969
2, 2, 800, 0.873647
2, 2, 800, 0.933668
2, 2, 800, 0.912814
2, 2, 800, 0.931717
2, 2, 800, 0.941281
2, 2, 800, 0.900106
2, 2, 800, 0.938033
2, 2, 800, 0.86332
2, 2, 800, 0.936146
2, 2, 800, 0.942877
2, 2, 800, 0.870631
2, 2, 800, 0.890624
2, 2, 800, 0.932434
2, 2, 800, 0.909671
2, 2, 800, 0.92372
2, 2, 800, 0.945035
2, 2, 800, 0.866245
2, 2, 800, 0.886223
2, 2, 800, 0.96281
2, 2, 800, 0.951846
2, 2, 800, 0.957071
2, 2, 800, 0.967839
2, 2, 800, 0.866827
2, 2, 800, 0.843815
2, 2, 800, 0.905382
2, 2, 800, 0.874221
2, 2, 800, 0.861423
2, 2, 800, 0.956124
2, 2, 800, 0.926981
2, 2, 800, 0.945424
2, 2, 800, 0.923094
2, 2, 800, 0.835819
2, 2, 800, 0.929196
2, 2, 800, 0.902829
2, 2, 800, 0.922771
2, 2, 800, 0.92965
2, 2, 800, 0.946864
2, 2, 800, 0.912665
2, 2, 800, 0.95352
2, 2, 800, 0.886918
2, 2, 800, 0.883865
2, 2, 800, 0.899884
2, 2, 800, 0.92042
2, 2, 800, 0.900405
2, 2, 800, 0.914761
2, 2, 800, 0.931975
2, 2, 800, 0.931157
2, 2, 800, 0.918795
2, 2, 800, 0.921805
2, 2, 800, 0.941533
2, 2, 800, 0.947748
2, 2, 800, 0.894702
2, 2, 800, 0.96498
2, 2, 800, 0.914256
2, 2, 800, 0.877797
2, 2, 800, 0.895997
2, 2, 800, 0.892706
2, 2, 800, 0.923814
2, 2, 800, 0.947219
2, 2, 800, 0.944047
2, 2, 800, 0.913299
2, 2, 800, 0.911609
2, 2, 800, 0.886605
2, 2, 800, 0.858311
2, 2, 800, 0.914174
2, 2, 800, 0.96408
2, 2, 800, 0.925204
2, 2, 800, 0.921528
2, 2, 800, 0.911665
2, 2, 800, 0.944755
2, 2, 800, 0.906741
2, 2, 800, 0.892284
2, 2, 800, 0.920279
2, 2, 800, 0.908326
2, 2, 800, 0.92533
2, 2, 800, 0.903071
2, 2, 800, 0.908803
2, 2, 800, 0.908613
2, 2, 800, 0.894362
2, 2, 800, 0.926849
2, 2, 800, 0.884655
2, 2, 800, 0.931559
2, 2, 800, 0.939953
2, 2, 800, 0.933368
2, 2, 800, 0.943279
2, 2, 800, 0.959047
2, 2, 800, 0.954441
2, 2, 800, 0.934389
2, 2, 800, 0.951297
2, 2, 800, 0.942569
2, 2, 800, 0.951478
2, 2, 800, 0.889792
2, 2, 800, 0.949583
2, 2, 800, 0.913315
2, 2, 800, 0.92684
2, 2, 700, 0.933979
2, 2, 700, 0.95382
2, 2, 700, 0.934131
2, 2, 700, 0.936099
2, 2, 700, 0.937553
2, 2, 700, 0.906077
2, 2, 700, 0.908853
2, 2, 700, 0.875849
2, 2, 700, 0.956033
2, 2, 700, 0.93867
2, 2, 700, 0.921253
2, 2, 700, 0.911811
2, 2, 700, 0.94438
2, 2, 700, 0.931441
2, 2, 700, 0.916284
2, 2, 700, 0.883826
2, 2, 700, 0.884142
2, 2, 700, 0.793176
2, 2, 700, 0.857357
2, 2, 700, 0.900863
2, 2, 700, 0.915169
2, 2, 700, 0.839323
2, 2, 700, 0.881304
2, 2, 700, 0.914758
2, 2, 700, 0.896538
2, 2, 700, 0.921515
2, 2, 700, 0.891751
2, 2, 700, 0.878709
2, 2, 700, 0.851612
2, 2, 700, 0.911726
2, 2, 700, 0.924162
2, 2, 700, 0.904232
2, 2, 700, 0.911301
2, 2, 700, 0.916926
2, 2, 700, 0.953837
2, 2, 700, 0.890292
2, 2, 700, 0.900927
2, 2, 700, 0.906833
2, 2, 700, 0.881186
2, 2, 700, 0.975189
2, 2, 700, 0.918368
2, 2, 700, 0.955261
2, 2, 700, 0.906603
2, 2, 700, 0.950857
2, 2, 700, 0.898723
2, 2, 700, 0.888364
2, 2, 700, 0.953693
2, 2, 700, 0.802373
2, 2, 700, 0.888774
2, 2, 700, 0.945009
2, 2, 700, 0.928958
2, 2, 700, 0.882661
2, 2, 700, 0.954163
2, 2, 700, 0.922196
2, 2, 700, 0.949238
2, 2, 700, 0.811829
2, 2, 700, 0.881659
2, 2, 700, 0.898125
2, 2, 700, 0.944258
2, 2, 700, 0.942546
2, 2, 700, 0.970776
2, 2, 700, 0.808825
2, 2, 700, 0.880585
2, 2, 700, 0.935291
2, 2, 700, 0.939144
2, 2, 700, 0.884044
2, 2, 700, 0.838108
2, 2, 700, 0.925963
2, 2, 700, 0.892647
2, 2, 700, 0.917187
2, 2, 700, 0.898195
2, 2, 700, 0.918688
2, 2, 700, 0.950223
2, 2, 700, 0.933167
2, 2, 700, 0.927175
2, 2, 700, 0.875451
2, 2, 700, 0.845987
2, 2, 700, 0.889139
2, 2, 700, 0.891986
2, 2, 700, 0.891969
2, 2, 700, 0.877632
2, 2, 700, 0.900478
2, 2, 700, 0.890717
2, 2, 700, 0.863469
2, 2, 700, 0.900401
2, 2, 700, 0.799224
2, 2, 700, 0.905178
2, 2, 700, 0.925296
2, 2, 700, 0.879455
2, 2, 700, 0.917471
2, 2, 700, 0.90656
2, 2, 700, 0.956487
2, 2, 700, 0.892077
2, 2, 700, 0.878701
2, 2, 700, 0.868591
2, 2, 700, 0.903179
2, 2, 700, 0.893726
2, 2, 700, 0.935637
2, 2, 700, 0.917481
2, 2, 700, 0.909942
2, 2, 700, 0.843123
2, 2, 700, 0.870684
2, 2, 700, 0.888895
2, 2, 700, 0.891341
2, 2, 700, 0.943545
2, 2, 700, 0.961179
2, 2, 700, 0.944702
2, 2, 700, 0.887892
2, 2, 700, 0.874356
2, 2, 700, 0.916424
2, 2, 700, 0.913225
2, 2, 700, 0.874162
2, 2, 700, 0.901508
2, 2, 700, 0.939429
2, 2, 700, 0.889056
2, 2, 700, 0.914965
2, 2, 700, 0.922874
2, 2, 700, 0.958485
2, 2, 700, 0.929355
2, 2, 700, 0.87949
2, 2, 700, 0.944932
2, 2, 700, 0.902066
2, 2, 700, 0.869301
2, 2, 700, 0.916783
2, 2, 700, 0.851209
2, 2, 700, 0.831764
2, 2, 700, 0.921699
2, 2, 700, 0.886364
2, 2, 700, 0.884656
2, 2, 700, 0.881081
2, 2, 700, 0.958259
2, 2, 700, 0.890409
2, 2, 700, 0.860887
2, 2, 700, 0.856712
2, 2, 700, 0.866292
2, 2, 700, 0.91368
2, 2, 700, 0.86682
2, 2, 700, 0.846587
2, 2, 700, 0.930217
2, 2, 700, 0.880157
2, 2, 700, 0.923509
2, 2, 700, 0.897902
2, 2, 700, 0.937406
2, 2, 700, 0.89624
2, 2, 700, 0.877676
2, 2, 700, 0.906695
2, 2, 700, 0.955123
2, 2, 700, 0.89883
2, 2, 700, 0.918558
2, 2, 700, 0.902173
2, 2, 700, 0.920708
2, 2, 700, 0.909906
2, 2, 700, 0.921505
2, 2, 700, 0.902484
2, 2, 700, 0.956449
2, 2, 700, 0.889886
2, 2, 700, 0.91721
2, 2, 700, 0.889574
2, 2, 700, 0.932769
2, 2, 700, 0.941857
2, 2, 700, 0.901735
2, 2, 700, 0.918526
2, 2, 700, 0.9611
2, 2, 700, 0.922142
2, 2, 700, 0.915625
2, 2, 700, 0.90133
2, 2, 700, 0.872143
2, 2, 700, 0.911036
2, 2, 700, 0.90693
2, 2, 700, 0.91903
2, 2, 700, 0.917333
2, 2, 700, 0.905326
2, 2, 700, 0.921815
2, 2, 700, 0.938655
2, 2, 700, 0.950113
2, 2, 700, 0.847085
2, 2, 700, 0.96139
2, 2, 700, 0.912514
2, 2, 700, 0.92143
2, 2, 700, 0.904257
2, 2, 700, 0.796805
2, 2, 700, 0.909901
2, 2, 700, 0.940168
2, 2, 700, 0.914163
2, 2, 700, 0.89033
2, 2, 700, 0.866958
2, 2, 700, 0.911081
2, 2, 700, 0.924284
2, 2, 700, 0.862662
2, 2, 700, 0.913058
2, 2, 700, 0.897957
2, 2, 700, 0.885532
2, 2, 700, 0.920597
2, 2, 700, 0.937315
2, 2, 700, 0.905214
2, 2, 700, 0.918417
2, 2, 700, 0.908211
2, 2, 700, 0.857788
2, 2, 700, 0.882466
2, 2, 700, 0.903946
2, 2, 700, 0.935916
2, 2, 700, 0.875661
2, 2, 700, 0.856466
2, 2, 700, 0.87399
2, 2, 700, 0.918051
2, 2, 700, 0.886624
2, 2, 700, 0.87339
2, 2, 700, 0.943177
2, 2, 700, 0.878221
2, 2, 700, 0.879613
2, 2, 700, 0.866448
2, 2, 700, 0.844783
2, 2, 700, 0.94294
2, 2, 700, 0.941774
2, 2, 700, 0.915528
2, 2, 700, 0.845899
2, 2, 700, 0.85728
2, 2, 700, 0.909177
2, 2, 700, 0.967683
2, 2, 700, 0.90835
2, 2, 700, 0.918057
2, 2, 700, 0.865732
2, 2, 700, 0.912135
2, 2, 700, 0.9059
2, 2, 700, 0.903734
2, 2, 700, 0.909767
2, 2, 700, 0.915668
2, 2, 700, 0.899669
2, 2, 700, 0.893955
2, 2, 700, 0.931099
2, 2, 700, 0.932089
2, 2, 700, 0.88614
2, 2, 700, 0.902111
2, 2, 700, 0.904495
2, 2, 700, 0.914641
2, 2, 700, 0.867417
2, 2, 700, 0.874998
2, 2, 700, 0.900102
2, 2, 700, 0.948764
2, 2, 700, 0.922851
2, 2, 700, 0.937428
2, 2, 700, 0.885081
2, 2, 700, 0.894853
2, 2, 700, 0.914784
2, 2, 700, 0.935478
2, 2, 700, 0.902218
2, 2, 700, 0.871603
2, 2, 700, 0.947391
2, 2, 700, 0.914438
2, 2, 700, 0.873648
2, 2, 600, 0.891911
2, 2, 600, 0.876803
2, 2, 600, 0.934468
2, 2, 600, 0.916783
2, 2, 600, 0.822379
2, 2, 600, 0.898107
2, 2, 600, 0.89935
2, 2, 600, 0.897111
2, 2, 600, 0.863361
2, 2, 600, 0.856396
2, 2, 600, 0.890427
2, 2, 600, 0.860166
2, 2, 600, 0.911971
2, 2, 600, 0.911894
2, 2, 600, 0.842611
2, 2, 600, 0.943587
2, 2, 600, 0.972369
2, 2, 600, 0.845214
2, 2, 600, 0.817537
2, 2, 600, 0.931552
2, 2, 600, 0.856211
2, 2, 600, 0.891894
2, 2, 600, 0.901219
2, 2, 600, 0.909448
2, 2, 600, 0.92597
2, 2, 600, 0.8798
2, 2, 600, 0.933365
2, 2, 600, 0.87911
2, 2, 600, 0.911339
2, 2, 600, 0.837318
2, 2, 600, 0.871222
2, 2, 600, 0.86724
2, 2, 600, 0.859196
2, 2, 600, 0.922704
2, 2, 600, 0.897176
2, 2, 600, 0.933409
2, 2, 600, 0.883493
2, 2, 600, 0.86579
2, 2, 600, 0.910076
2, 2, 600, 0.862604
2, 2, 600, 0.942441
2, 2, 600, 0.862625
2, 2, 600, 0.863799
2, 2, 600, 0.905813
2, 2, 600, 0.866458
2, 2, 600, 0.919256
2, 2, 600, 0.826284
2, 2, 600, 0.945053
2, 2, 600, 0.928457
2, 2, 600, 0.857569
2, 2, 600, 0.84433
2, 2, 600, 0.937964
2, 2, 600, 0.895753
2, 2, 600, 0.907279
2, 2, 600, 0.915677
2, 2, 600, 0.902676
2, 2, 600, 0.824852
2, 2, 600, 0.913353
2, 2, 600, 0.832834
2, 2, 600, 0.911131
2, 2, 600, 0.809044
2, 2, 600, 0.899644
2, 2, 600, 0.870779
2, 2, 600, 0.886288
2, 2, 600, 0.783132
2, 2, 600, 0.876317
2, 2, 600, 0.880248
2, 2, 600, 0.91531
2, 2, 600, 0.896207
2, 2, 600, 0.938619
2, 2, 600, 0.887834
2, 2, 600, 0.912807
2, 2, 600, 0.883213
2, 2, 600, 0.800861
2, 2, 600, 0.883239
2, 2, 600, 0.871905
2, 2, 600, 0.912994
2, 2, 600, 0.84765
2, 2, 600, 0.92994
2, 2, 600, 0.821832
2, 2, 600, 0.883067
2, 2, 600, 0.889484
2, 2, 600, 0.912431
2, 2, 600, 0.870387
2, 2, 600, 0.898901
2, 2, 600, 0.86361
2, 2, 600, 0.830035
2, 2, 600, 0.915278
2, 2, 600, 0.938805
2, 2, 600, 0.902903
2, 2, 600, 0.903004
2, 2, 600, 0.899415
2, 2, 600, 0.893281
2, 2, 600, 0.831633
2, 2, 600, 0.872889
2, 2, 600, 0.918385
2, 2, 600, 0.854369
2, 2, 600, 0.890544
2, 2, 600, 0.909557
2, 2, 600, 0.852089
2, 2, 600, 0.870632
2, 2, 600, 0.915634
2, 2, 600, 0.876527
2, 2, 600, 0.8887
2, 2, 600, 0.8706
2, 2, 600, 0.901346
2, 2, 600, 0.905127
2, 2, 600, 0.839654
2, 2, 600, 0.81696
2, 2, 600, 0.93771
2, 2, 600, 0.86167
2, 2, 600, 0.864427
2, 2, 600, 0.905007
2, 2, 600, 0.836531
2, 2, 600, 0.84778
2, 2, 600, 0.897747
2, 2, 600, 0.886705
2, 2, 600, 0.881972
2, 2, 600, 0.922582
2, 2, 600, 0.918231
2, 2, 600, 0.938007
2, 2, 600, 0.882276
2, 2, 600, 0.886317
2, 2, 600, 0.904093
2, 2, 600, 0.855976
2, 2, 600, 0.890506
2, 2, 600, 0.932875
2, 2, 600, 0.907126
2, 2, 600, 0.954896
2, 2, 600, 0.865924
2, 2, 600, 0.872603
2, 2, 600, 0.885295
2, 2, 600, 0.890036
2, 2, 600, 0.861293
2, 2, 600, 0.823907
2, 2, 600, 0.874773
2, 2, 600, 0.858873
2, 2, 600, 0.884689
2, 2, 600, 0.845406
2, 2, 600, 0.935445
2, 2, 600, 0.909516
2, 2, 600, 0.912395
2, 2, 600, 0.851923
2, 2, 600, 0.882634
2, 2, 600, 0.937516
2, 2, 600, 0.828396
2, 2, 600, 0.930888
2, 2, 600, 0.952263
2, 2, 600, 0.86341
2, 2, 600, 0.888726
2, 2, 600, 0.883188
2, 2, 600, 0.923439
2, 2, 600, 0.804797
2, 2, 600, 0.850408
2, 2, 600, 0.880394
2, 2, 600, 0.918718
2, 2, 600, 0.897617
2, 2, 600, 0.873901
2, 2, 600, 0.906447
2, 2, 600, 0.872112
2, 2, 600, 0.90663
2, 2, 600, 0.843028
2, 2, 600, 0.893097
2, 2, 600, 0.891917
2, 2, 600, 0.889559
2, 2, 600, 0.895287
2, 2, 600, 0.936623
2, 2, 600, 0.814908
2, 2, 600, 0.944476
2, 2, 600, 0.88054
2, 2, 600, 0.898673
2, 2, 600, 0.8706
2, 2, 600, 0.950515
2, 2, 600, 0.909704
2, 2, 600, 0.874404
2, 2, 600, 0.872019
2, 2, 600, 0.856787
2, 2, 600, 0.908876
2, 2, 600, 0.914187
2, 2, 600, 0.84141
2, 2, 600, 0.853454
2, 2, 600, 0.930943
2, 2, 600, 0.856162
2, 2, 600, 0.826169
2, 2, 600, 0.903203
2, 2, 600, 0.901643
2, 2, 600, 0.861284
2, 2, 600, 0.81988
2, 2, 600, 0.89487
2, 2, 600, 0.894412
2, 2, 600, 0.848992
2, 2, 600, 0.890065
2, 2, 600, 0.837487
2, 2, 600, 0.936757
2, 2, 600, 0.855854
2, 2, 600, 0.93512
2, 2, 600, 0.892946
2, 2, 600, 0.895824
2, 2, 600, 0.831071
2, 2, 600, 0.812711
2, 2, 600, 0.899128
2, 2, 600, 0.934688
2, 2, 600, 0.876342
2, 2, 600, 0.880235
2, 2, 600, 0.90346
2, 2, 600, 0.842051
2, 2, 600, 0.837334
2, 2, 600, 0.902515
2, 2, 600, 0.886528
2, 2, 600, 0.850963
2, 2, 600, 0.877893
2, 2, 600, 0.907708
2, 2, 600, 0.847777
2, 2, 600, 0.912301
2, 2, 600, 0.885812
2, 2, 600, 0.829096
2, 2, 600, 0.900864
2, 2, 600, 0.818779
2, 2, 600, 0.894243
2, 2, 600, 0.928039
2, 2, 600, 0.86361
2, 2, 600, 0.81341
2, 2, 600, 0.85423
2, 2, 600, 0.852634
2, 2, 600, 0.944014
2, 2, 600, 0.869332
2, 2, 600, 0.873283
2, 2, 600, 0.916547
2, 2, 600, 0.899996
2, 2, 600, 0.884459
2, 2, 600, 0.916313
2, 2, 600, 0.87423
2, 2, 600, 0.814002
2, 2, 600, 0.89746
2, 2, 600, 0.916788
2, 2, 600, 0.882395
2, 2, 600, 0.873431
2, 2, 600, 0.909916
2, 2, 600, 0.902955
2, 2, 600, 0.89998
2, 2, 600, 0.88273
2, 2, 600, 0.930142
2, 2, 600, 0.878802
2, 2, 600, 0.864349
2, 2, 600, 0.865308
2, 2, 600, 0.862418
2, 2, 600, 0.888528
2, 2, 600, 0.866205
2, 2, 600, 0.899269
2, 2, 600, 0.870786
2, 2, 200, 0.81225
2, 2, 200, 0.805892
2, 2, 200, 0.784042
2, 2, 200, 0.804326
2, 2, 200, 0.759665
2, 2, 200, 0.772255
2, 2, 200, 0.794396
2, 2, 200, 0.771859
2, 2, 200, 0.722677
2, 2, 200, 0.813839
2, 2, 200, 0.831622
2, 2, 200, 0.820633
2, 2, 200, 0.775567
2, 2, 200, 0.748293
2, 2, 200, 0.833311
2, 2, 200, 0.814355
2, 2, 200, 0.812082
2, 2, 200, 0.640972
2, 2, 200, 0.837783
2, 2, 200, 0.805877
2, 2, 200, 0.775833
2, 2, 200, 0.816311
2, 2, 200, 0.773092
2, 2, 200, 0.838353
2, 2, 200, 0.780461
2, 2, 200, 0.831529
2, 2, 200, 0.815603
2, 2, 200, 0.821472
2, 2, 200, 0.749344
2, 2, 200, 0.781084
2, 2, 200, 0.760043
2, 2, 200, 0.797853
2, 2, 200, 0.821229
2, 2, 200, 0.799918
2, 2, 200, 0.785209
2, 2, 200, 0.694459
2, 2, 200, 0.781069
2, 2, 200, 0.731633
2, 2, 200, 0.865979
2, 2, 200, 0.777516
2, 2, 200, 0.762915
2, 2, 200, 0.73307
2, 2, 200, 0.763954
2, 2, 200, 0.788084
2, 2, 200, 0.810293
2, 2, 200, 0.817288
2, 2, 200, 0.712395
2, 2, 200, 0.741394
2, 2, 200, 0.811477
2, 2, 200, 0.802593
2, 2, 200, 0.850429
2, 2, 200, 0.780861
2, 2, 200, 0.758942
2, 2, 200, 0.776964
2, 2, 200, 0.848334
2, 2, 200, 0.8771
2, 2, 200, 0.803262
2, 2, 200, 0.6716
2, 2, 200, 0.7909
2, 2, 200, 0.81996
2, 2, 200, 0.741123
2, 2, 200, 0.804657
2, 2, 200, 0.833671
2, 2, 200, 0.839824
2, 2, 200, 0.859455
2, 2, 200, 0.804041
2, 2, 200, 0.775245
2, 2, 200, 0.7752
2, 2, 200, 0.80282
2, 2, 200, 0.73902
2, 2, 200, 0.793138
2, 2, 200, 0.80825
2, 2, 200, 0.77885
2, 2, 200, 0.812901
2, 2, 200, 0.835839
2, 2, 200, 0.815102
2, 2, 200, 0.788592
2, 2, 200, 0.849636
2, 2, 200, 0.779909
2, 2, 200, 0.82144
2, 2, 200, 0.78659
2, 2, 200, 0.794315
2, 2, 200, 0.777989
2, 2, 200, 0.79013
2, 2, 200, 0.826363
2, 2, 200, 0.766857
2, 2, 200, 0.782563
2, 2, 200, 0.738693
2, 2, 200, 0.806208
2, 2, 200, 0.827824
2, 2, 200, 0.802848
2, 2, 200, 0.80432
2, 2, 200, 0.846982
2, 2, 200, 0.792739
2, 2, 200, 0.810955
2, 2, 200, 0.83008
2, 2, 200, 0.766486
2, 2, 200, 0.811647
2, 2, 200, 0.802522
2, 2, 200, 0.78429
2, 2, 200, 0.777569
2, 2, 200, 0.756226
2, 2, 200, 0.765525
2, 2, 200, 0.801807
2, 2, 200, 0.785142
2, 2, 200, 0.723728
2, 2, 200, 0.826341
2, 2, 200, 0.808143
2, 2, 200, 0.811143
2, 2, 200, 0.786814
2, 2, 200, 0.773053
2, 2, 200, 0.712744
2, 2, 200, 0.760984
2, 2, 200, 0.803125
2, 2, 200, 0.824199
2, 2, 200, 0.768989
2, 2, 200, 0.862589
2, 2, 200, 0.714903
2, 2, 200, 0.745721
2, 2, 200, 0.812917
2, 2, 200, 0.776586
2, 2, 200, 0.8349
2, 2, 200, 0.776365
2, 2, 200, 0.800759
2, 2, 200, 0.819275
2, 2, 200, 0.731271
2, 2, 200, 0.713682
2, 2, 200, 0.851917
2, 2, 200, 0.867062
2, 2, 200, 0.818067
2, 2, 200, 0.739049
2, 2, 200, 0.865762
2, 2, 200, 0.806783
2, 2, 200, 0.755001
2, 2, 200, 0.813541
2, 2, 200, 0.778893
2, 2, 200, 0.717568
2, 2, 200, 0.839404
2, 2, 200, 0.762353
2, 2, 200, 0.775844
2, 2, 200, 0.717099
2, 2, 200, 0.749801
2, 2, 200, 0.843056
2, 2, 200, 0.816946
2, 2, 200, 0.780537
2, 2, 200, 0.746467
2, 2, 200, 0.838044
2, 2, 200, 0.750685
2, 2, 200, 0.805223
2, 2, 200, 0.805644
2, 2, 200, 0.858447
2, 2, 200, 0.840577
2, 2, 200, 0.737083
2, 2, 200, 0.794397
2, 2, 200, 0.782956
2, 2, 200, 0.741453
2, 2, 200, 0.819848
2, 2, 200, 0.779518
2, 2, 200, 0.772556
2, 2, 200, 0.830048
2, 2, 200, 0.789987
2, 2, 200, 0.735012
2, 2, 200, 0.812315
2, 2, 200, 0.702215
2, 2, 200, 0.757317
2, 2, 200, 0.7781
2, 2, 200, 0.783062
2, 2, 200, 0.790861
2, 2, 200, 0.768687
2, 2, 200, 0.762858
2, 2, 200, 0.817548
2, 2, 200, 0.825561
2, 2, 200, 0.753256
2, 2, 200, 0.741251
2, 2, 200, 0.68131
2, 2, 200, 0.777638
2, 2, 200, 0.827327
2, 2, 200, 0.807353
2, 2, 200, 0.747317
2, 2, 200, 0.773642
2, 2, 200, 0.788953
2, 2, 200, 0.76106
2, 2, 200, 0.752931
2, 2, 200, 0.782034
2, 2, 200, 0.803081
2, 2, 200, 0.813383
2, 2, 200, 0.807663
2, 2, 200, 0.712437
2, 2, 200, 0.782989
2, 2, 200, 0.783223
2, 2, 200, 0.849474
2, 2, 200, 0.758072
2, 2, 200, 0.77535
2, 2, 200, 0.722592
2, 2, 200, 0.797003
2, 2, 200, 0.713744
2, 2, 200, 0.758684
2, 2, 200, 0.715974
2, 2, 200, 0.719048
2, 2, 200, 0.789247
2, 2, 200, 0.755823
2, 2, 200, 0.824588
2, 2, 200, 0.781176
2, 2, 200, 0.823518
2, 2, 200, 0.788304
2, 2, 200, 0.821042
2, 2, 200, 0.823024
2, 2, 200, 0.784479
2, 2, 200, 0.787075
2, 2, 200, 0.807542
2, 2, 200, 0.735599
2, 2, 200, 0.771515
2, 2, 200, 0.802983
2, 2, 200, 0.737364
2, 2, 200, 0.764962
2, 2, 200, 0.816187
2, 2, 200, 0.820542
2, 2, 200, 0.823194
2, 2, 200, 0.819417
2, 2, 200, 0.832333
2, 2, 200, 0.776617
2, 2, 200, 0.781225
2, 2, 200, 0.741038
2, 2, 200, 0.766474
2, 2, 200, 0.763529
2, 2, 200, 0.808731
2, 2, 200, 0.741084
2, 2, 200, 0.774677
2, 2, 200, 0.779034
2, 2, 200, 0.757797
2, 2, 200, 0.792832
2, 2, 200, 0.742453
2, 2, 200, 0.800238
2, 2, 200, 0.744448
2, 2, 200, 0.753892
2, 2, 200, 0.761904
2, 2, 200, 0.786878
2, 2, 200, 0.831558
2, 2, 200, 0.762507
2, 2, 200, 0.802091
2, 2, 200, 0.772789
2, 2, 200, 0.816312
2, 2, 200, 0.743548
2, 2, 200, 0.780971
2, 2, 200, 0.777946
2, 2, 200, 0.807755
2, 2, 200, 0.837625
2, 2, 200, 0.726911
