"E","tau","L","rho"
"3","1","100","0.7685626511789977"
"3","1","100","0.7721380751404554"
"3","1","100","0.7785181366101661"
"3","1","100","0.7387207139006478"
"3","1","100","0.7449557606923508"
"3","1","100","0.7951412862862471"
"3","1","100","0.7441883638090356"
"3","1","100","0.7203823182371186"
"3","1","100","0.7822330356820931"
"3","1","100","0.7990966700294525"
"3","1","100","0.7532403284153169"
"3","1","100","0.7412326799262491"
"3","1","100","0.7167768561300473"
"3","1","100","0.7842921256291534"
"3","1","100","0.6807793405955161"
"3","1","100","0.8110332563496114"
"3","1","100","0.8026859877242917"
"3","1","100","0.733128317431407"
"3","1","100","0.7536931571375286"
"3","1","100","0.7568026966568605"
"3","1","100","0.7346829678320876"
"3","1","100","0.7203383540338211"
"3","1","100","0.6783806393356016"
"3","1","100","0.7417615824535095"
"3","1","100","0.6467479601633147"
"3","1","100","0.7984626619466719"
"3","1","100","0.7210006701453701"
"3","1","100","0.7043227639699216"
"3","1","100","0.7871558165916654"
"3","1","100","0.7489863089404561"
"3","1","100","0.7736168789120677"
"3","1","100","0.7706199888860668"
"3","1","100","0.7831641019934148"
"3","1","100","0.7640334638790236"
"3","1","100","0.7273695249609377"
"3","1","100","0.7841926598514256"
"3","1","100","0.7665340064397967"
"3","1","100","0.7620640789631606"
"3","1","100","0.7734541754128937"
"3","1","100","0.6943660649123771"
"3","1","100","0.7483170531275949"
"3","1","100","0.7948725672300486"
"3","1","100","0.7772599990478498"
"3","1","100","0.7779641191912078"
"3","1","100","0.8025809306850566"
"3","1","100","0.7289440642533994"
"3","1","100","0.7250677885750573"
"3","1","100","0.7792770136523036"
"3","1","100","0.7898673976215731"
"3","1","100","0.7783469999924816"
"3","1","200","0.8106815420442608"
"3","1","200","0.8240180856850294"
"3","1","200","0.7676206238352853"
"3","1","200","0.7461046723128734"
"3","1","200","0.8080111827256159"
"3","1","200","0.7423285935044691"
"3","1","200","0.7982978539477981"
"3","1","200","0.7558467537744452"
"3","1","200","0.7496583518913238"
"3","1","200","0.8066254797098739"
"3","1","200","0.807650846564024"
"3","1","200","0.7690334113960302"
"3","1","200","0.7599688561023551"
"3","1","200","0.7542645847291458"
"3","1","200","0.7482554638311337"
"3","1","200","0.7898022384610436"
"3","1","200","0.7985063209269857"
"3","1","200","0.7748317430268654"
"3","1","200","0.7439664788841365"
"3","1","200","0.8071108142328843"
"3","1","200","0.8234991023943956"
"3","1","200","0.7134870186498389"
"3","1","200","0.7583373522992665"
"3","1","200","0.7810610086578247"
"3","1","200","0.7756231952668504"
"3","1","200","0.7739621190118013"
"3","1","200","0.7977512627427864"
"3","1","200","0.7536343078790068"
"3","1","200","0.7639944738297962"
"3","1","200","0.7205504685738127"
"3","1","200","0.8040207938024488"
"3","1","200","0.7847140842842233"
"3","1","200","0.8260091484639647"
"3","1","200","0.8054253046518253"
"3","1","200","0.7157596211060058"
"3","1","200","0.7815421273666762"
"3","1","200","0.7936392099550925"
"3","1","200","0.805368461027496"
"3","1","200","0.7634258002660523"
"3","1","200","0.7953063801852402"
"3","1","200","0.7872530853425327"
"3","1","200","0.7754721548639631"
"3","1","200","0.7809943442718621"
"3","1","200","0.7272676925634678"
"3","1","200","0.8033695359491533"
"3","1","200","0.7799124728630357"
"3","1","200","0.785734385839222"
"3","1","200","0.7842200732923259"
"3","1","200","0.8180275149902242"
"3","1","200","0.8042731332096762"
"3","1","300","0.8293398113616338"
"3","1","300","0.8562554418748849"
"3","1","300","0.8372362749452976"
"3","1","300","0.8156153388749062"
"3","1","300","0.8120900859776383"
"3","1","300","0.7893032952365935"
"3","1","300","0.7151981940246604"
"3","1","300","0.8181478386763561"
"3","1","300","0.7961115219412263"
"3","1","300","0.7591112729371454"
"3","1","300","0.7396938711817315"
"3","1","300","0.8253633817690689"
"3","1","300","0.8348374836375138"
"3","1","300","0.7597536621399157"
"3","1","300","0.7321599582125068"
"3","1","300","0.8151755214555093"
"3","1","300","0.7673102747286015"
"3","1","300","0.8105770477993487"
"3","1","300","0.7140432677553116"
"3","1","300","0.7845304311814818"
"3","1","300","0.7771103660250028"
"3","1","300","0.7608353628205975"
"3","1","300","0.7721787188067945"
"3","1","300","0.8212493311055652"
"3","1","300","0.801344401321735"
"3","1","300","0.7969851846864261"
"3","1","300","0.8236153003432167"
"3","1","300","0.8292714528665905"
"3","1","300","0.7606280288544747"
"3","1","300","0.8001050028151464"
"3","1","300","0.7500515947867133"
"3","1","300","0.8278630814826203"
"3","1","300","0.8236798928049648"
"3","1","300","0.8363613314670149"
"3","1","300","0.8233542748656086"
"3","1","300","0.7931129195242985"
"3","1","300","0.7953552467406951"
"3","1","300","0.7848039286565368"
"3","1","300","0.7912712145162188"
"3","1","300","0.8327435989142582"
"3","1","300","0.8222369960089759"
"3","1","300","0.7684236259668665"
"3","1","300","0.7449426086610339"
"3","1","300","0.808422694526927"
"3","1","300","0.830008481520484"
"3","1","300","0.7966862041896399"
"3","1","300","0.807905652832095"
"3","1","300","0.7827672178393704"
"3","1","300","0.8233252374099101"
"3","1","300","0.7929369175128141"
"3","1","400","0.8357928606108564"
"3","1","400","0.8113777597795805"
"3","1","400","0.8493707562944556"
"3","1","400","0.8060155677060669"
"3","1","400","0.8070663369818304"
"3","1","400","0.8085134594961676"
"3","1","400","0.7981284350866859"
"3","1","400","0.7635895757219707"
"3","1","400","0.8007012856269019"
"3","1","400","0.8470664307204013"
"3","1","400","0.8222786547458498"
"3","1","400","0.8327938436204054"
"3","1","400","0.8285335107425004"
"3","1","400","0.8543309805886589"
"3","1","400","0.8321155649450133"
"3","1","400","0.7688439362395535"
"3","1","400","0.7843207224956802"
"3","1","400","0.829376183916911"
"3","1","400","0.8012755093268775"
"3","1","400","0.8279772797642434"
"3","1","400","0.8169608856719415"
"3","1","400","0.7925337698671604"
"3","1","400","0.8351878597236893"
"3","1","400","0.8471930448355978"
"3","1","400","0.8210917569159834"
"3","1","400","0.794678373854272"
"3","1","400","0.7882904162698272"
"3","1","400","0.7773248589126026"
"3","1","400","0.7980739206553235"
"3","1","400","0.7852588197398538"
"3","1","400","0.83304918645575"
"3","1","400","0.7777766526214832"
"3","1","400","0.8178168416023051"
"3","1","400","0.8562865850541233"
"3","1","400","0.8195289663387988"
"3","1","400","0.7513451988184101"
"3","1","400","0.8356977715980611"
"3","1","400","0.8121462790185456"
"3","1","400","0.8013257507376659"
"3","1","400","0.7772377436838095"
"3","1","400","0.8422778647143805"
"3","1","400","0.7877910776040673"
"3","1","400","0.8347975197240556"
"3","1","400","0.8287321939842668"
"3","1","400","0.8333612544587518"
"3","1","400","0.8328411184179788"
"3","1","400","0.8161709217485891"
"3","1","400","0.8522265283217089"
"3","1","400","0.8298005275851144"
"3","1","400","0.8578220149802912"
"3","1","500","0.8063670796661077"
"3","1","500","0.851984894014037"
"3","1","500","0.8421064646849891"
"3","1","500","0.8416181384243293"
"3","1","500","0.8704184705587675"
"3","1","500","0.8262363445583393"
"3","1","500","0.8432575227869759"
"3","1","500","0.8823638615530196"
"3","1","500","0.8592814149900658"
"3","1","500","0.8177310156931534"
"3","1","500","0.7657818677666864"
"3","1","500","0.8030514080508847"
"3","1","500","0.8247591653959738"
"3","1","500","0.8475185376584919"
"3","1","500","0.80838701975475"
"3","1","500","0.7923109172264561"
"3","1","500","0.8234526736512752"
"3","1","500","0.7949968508043856"
"3","1","500","0.8832721158923221"
"3","1","500","0.807700560407443"
"3","1","500","0.8476413008237854"
"3","1","500","0.8405284845131026"
"3","1","500","0.8192183951188978"
"3","1","500","0.8652216092156207"
"3","1","500","0.8550375127778612"
"3","1","500","0.8508336509158103"
"3","1","500","0.7856263662123626"
"3","1","500","0.8465236017993074"
"3","1","500","0.8514300086653607"
"3","1","500","0.8113069680216448"
"3","1","500","0.8829025297305094"
"3","1","500","0.8592940948660348"
"3","1","500","0.85259368186607"
"3","1","500","0.7995232637482425"
"3","1","500","0.7923628588278052"
"3","1","500","0.8220482280236653"
"3","1","500","0.8518005499260998"
"3","1","500","0.8771346847375707"
"3","1","500","0.8183780870705193"
"3","1","500","0.8273625597513344"
"3","1","500","0.8546334213422991"
"3","1","500","0.8815613874583439"
"3","1","500","0.7944166633709826"
"3","1","500","0.8286697339548114"
"3","1","500","0.8120461751614199"
"3","1","500","0.8420391906537188"
"3","1","500","0.8365559788047022"
"3","1","500","0.8115795262530646"
"3","1","500","0.8569301053746696"
"3","1","500","0.8672261202060009"
"3","1","600","0.8630106825936015"
"3","1","600","0.8732359735468329"
"3","1","600","0.8421672313324856"
"3","1","600","0.8102119521659545"
"3","1","600","0.8569400251022006"
"3","1","600","0.8386495770607971"
"3","1","600","0.8857189766721064"
"3","1","600","0.8522684119737739"
"3","1","600","0.8717704863581569"
"3","1","600","0.8179875696964655"
"3","1","600","0.8430331052425085"
"3","1","600","0.8617736834746137"
"3","1","600","0.8710398584590663"
"3","1","600","0.8117811963179701"
"3","1","600","0.8614955359917443"
"3","1","600","0.8271565234586983"
"3","1","600","0.8526808915639535"
"3","1","600","0.8653387410882843"
"3","1","600","0.8376790727739709"
"3","1","600","0.8588184718517318"
"3","1","600","0.7895988666594776"
"3","1","600","0.7947496856912344"
"3","1","600","0.8777986144898138"
"3","1","600","0.8760157982967641"
"3","1","600","0.8569911944587003"
"3","1","600","0.8500958641366341"
"3","1","600","0.8494602890337221"
"3","1","600","0.8668588504708443"
"3","1","600","0.8363548257863574"
"3","1","600","0.8400505838543901"
"3","1","600","0.8582755427005295"
"3","1","600","0.8368471337469437"
"3","1","600","0.7827096857433294"
"3","1","600","0.8553876066598641"
"3","1","600","0.8726381353438273"
"3","1","600","0.7973677148978325"
"3","1","600","0.8310423703058364"
"3","1","600","0.8715883008320445"
"3","1","600","0.8495370654564316"
"3","1","600","0.8178949536594086"
"3","1","600","0.8784981354066986"
"3","1","600","0.8272248025923684"
"3","1","600","0.8416033772895469"
"3","1","600","0.7962986600560474"
"3","1","600","0.8769730629991032"
"3","1","600","0.800236210497565"
"3","1","600","0.8140454976997141"
"3","1","600","0.8455817041075149"
"3","1","600","0.8703963471748889"
"3","1","600","0.855242733483074"
"3","1","700","0.8299714683374251"
"3","1","700","0.8553005982586557"
"3","1","700","0.8533502781429345"
"3","1","700","0.8390211309673272"
"3","1","700","0.8460389538686209"
"3","1","700","0.8459986490967063"
"3","1","700","0.8341161298683522"
"3","1","700","0.8774414206115498"
"3","1","700","0.8553970562603518"
"3","1","700","0.8279639678193642"
"3","1","700","0.8756290242039874"
"3","1","700","0.8532683245949205"
"3","1","700","0.8618070969822736"
"3","1","700","0.835760025465323"
"3","1","700","0.8684465882342254"
"3","1","700","0.8399655150732164"
"3","1","700","0.812977920832734"
"3","1","700","0.85706227396559"
"3","1","700","0.8811284589692578"
"3","1","700","0.8517265771613758"
"3","1","700","0.8630028920159374"
"3","1","700","0.8132812020516573"
"3","1","700","0.8160155843353433"
"3","1","700","0.8454333018546177"
"3","1","700","0.8766874449081756"
"3","1","700","0.8701075906144099"
"3","1","700","0.8737647876878366"
"3","1","700","0.8636559024967688"
"3","1","700","0.8587014583358418"
"3","1","700","0.8919536022590933"
"3","1","700","0.825928771781768"
"3","1","700","0.8712766876328193"
"3","1","700","0.8477047979665417"
"3","1","700","0.8490961266924596"
"3","1","700","0.8962891687082766"
"3","1","700","0.832339271053135"
"3","1","700","0.8598966592048222"
"3","1","700","0.8772002542394314"
"3","1","700","0.8728966349367027"
